id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source,competences_extraites,latitude,longitude
206GRNF,Ingénieur Data Analyst - Data Analysis & Validation (H/F),TREFLE ITA,31 - TOULOUSE,31000.0,CDI,Annuel de 35000.0 Euros à 60000.0 Euros sur 12.0 mois,3 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Job dating, mercredi 22 avril à 9h, à l'agence France Travail de Castelginest, 12 rue du Pont Vieil.
Inscription sur https://mesevenementsemploi.francetravail.fr/mes-evenements-emploi/evenement/633590/trefle-ita-recrute-profils-ingenieur-e-s-rejoignez-les-10-postes-a-pourvoir-castelginest

Trèfle ITA est aujourd'hui un acteur majeur dans le domaine du BTP, des télécommunications, de l'eau, de la VRD, de l'informatique et de l'aéronautique.

Depuis plus de 20 ans, notre expertise est reconnue par une clientèle Grands Comptes, qui s'appuie sur nos compétences techniques et notre réactivité et que nous accompagnons sur le long terme.

Nous sommes présents sur les métiers suivants :

- Télécom
- Mécanicien
- Electricité
- Plasturgie
- Automatisme
- Electronique
- Informatique industrielle
- Aéronautique
- Automobile

En tant qu'Ingénieur Data Analyst, vous intervenez au cœur des activités de digitalisation et de validation des données d'offres au sein des outils de configuration. Vous êtes un acteur clé garantissant la qualité, la cohérence et la mise à jour des données utilisées dans les processus métiers.

Les missions du postes :

- Analyser et traduire les Technical Notes (TN) en données exploitables 
- Digitaliser les données d'offres dans les outils de configuration (type MCM) 
- Suivre et piloter les demandes de mise à jour des données (via Jira) 
- Vérifier la cohérence des données en construisant des cas d'usage 
- Analyser les évolutions du catalogue (CCG / Delta list) et proposer de nouveaux templates 
- Collaborer avec les équipes de développement pour valider les livrables 
- Accompagner les utilisateurs et rédiger des guides (user guides MCM.) 
- Assurer la transition vers les nouveaux outils de configuration 
- Garantir le respect des délais, de la qualité et des processus 
- Mettre à jour les documentations projet et suivre les KPI (OTD, OQD)

Le profil recherché :

- Formation Bac+5 (école d'ingénieur ou équivalent) en data, IT ou aéronautique 
- Bonne ",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GRNF,France Travail,,19.4283,-99.1979
206GKBP,Alternance Data Analyst (H/F),Air Liquide France Industrie,69 - ST PRIEST,69800.0,CDD,Non précisé,Débutant accepté,"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Dans un environnement en constante évolution, la donnée est l'actif stratégique clé qui guide nos décisions. Nous recherchons un(e) alternant(e) passionné(e) par la Data, curieux(se) et rigoureux(se), prêt(e) à relever des défis concrets au sein de l'équipe Front Office de la Direction de la Relation Clients d'Air Liquide France Industrie (ALFI).
Sous la supervision bienveillante du Responsable du Service Client, vous ne serez pas un simple exécutant : vous deviendrez un acteur clé de la valorisation de nos données, contribuant activement à l'amélioration de l'expérience client et à l'aide à la décision stratégique pour nos managers et services. Votre travail aura un impact direct et visible.
Missions Principales : Façonnez l'Avenir de la Relation Client par la Data
1. Data Engineering & Préparation : Assurez la Qualité et l'Accessibilité des Données
- Participer activement à la collecte, l'extraction et l'intégration de données issues de sources variées (bases de données, CRM, outils web analytics, etc.), en jouant un rôle de connecteur essentiel.
- Maîtriser le nettoyage, la structuration et la fiabilisation des jeux de données (Data Wrangling) pour garantir des analyses basées sur des informations irréprochables.
2. Analyse Stratégique & Modélisation : Transformez les Chiffres en Insights Actionnables
- Mener des analyses statistiques et exploratoires avancées pour déceler des tendances cachées, des corrélations puissantes et des insights significatifs qui éclaireront nos stratégies.
- Concevoir et mettre en oeuvre des modèles de données agiles pour résoudre des problématiques métiers complexes (prédiction, segmentation, optimisation des parcours clients).
3. Reporting Impactant & Visualisation : Racontez l'Histoire derrière les Chiffres
- Élaborer des tableaux de bord (dashboards) clairs, esthétiques et automatisés à l'aide des meilleurs outils de Business Intelligence (BI), rendant la donnée accessible à tous.
- Présenter vos résultats avec pédagogie et impact ",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206GKBP,France Travail,"statistiques, modélisation",48.833,2.3899
206FRVF,Data Business Analyst F/H (H/F),SAMSE,38 - Grenoble,38000.0,CDI,Annuel de 40000.0 Euros à 40001.0 Euros sur 12.0 mois,5 An(s),Concevoir et gérer un projet,"Le Groupe SAMSE est un groupe Audacieux qui cultive la Proximité avec ses collaborateurs(trices), ses clients et ses fournisseurs. Viens bâtir l'avenir avec nous ! Et rejoins les 75% de nos salariés(es) qui sont actionnaires du Groupe.

Nous recherchons un(e) Data Business Analyst qui sera rattaché(e) à Mohamed, Directeur Projet et optimisation des Frais généraux.

Tu contribueras à l'amélioration de la performance économique du groupe et seras l'interface entre les équipes opérationnelles, la finance et le décisionnel.

Dans le cadre des missions qui te seront confiées, tu identifies, analyses et priorises les leviers d'optimisation financière en t'appuyant sur la donnée.

Les différentes étapes :

Identification des leviers de performance :
- Analyser les processus métiers sous l'angle coûts, efficacité et création de valeur,
- Identifier les zones de non-performance et les opportunités d'optimisation,

Cadrage des besoins BI (en amont des projets)
- Traduire les enjeux métiers en besoins analytiques,
- Définir les KPI, règles de gestion et axes d'analyse,

Pilotage métier des projets BI
- Co-construire les solutions décisionnelles avec le référent BI,
- Valider la cohérence métier des données et des indicateurs,
- Participer aux recettes fonctionnelles et accompagner l'adoption des outils,

Animation de la culture data métier
- Aider à la lecture, à l'interprétation et à l'appropriation des indicateurs,
- Diffuser une culture de pilotage de la performance par la donnée.

Au sein du Groupe SAMSE, nous sommes convaincus que la diversité des talents est une richesse. Nous encourageons les candidatures de toutes les personnes qui souhaitent contribuer à notre dynamique collective.

Le poste est ouvert aux candidat(e)s issu(e)s d'une formation BAC+5 en contrôle de gestion ou finance d'entreprise. Tu possèdes une expérience de minimum 5 ans sur un poste similaire.

Tu as des compétences analytiques et une capacité à résoudre des problèmes complexes. Ton aisance relatio",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206FRVF,France Travail,,48.8392,2.37
206DSLB,Senior Data Analyst H/F/Nb (H/F),NRJ GROUP,75 - PARIS,75016.0,CDI,Mensuel de 1900.0 Euros sur 12.0 mois,2 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Date de démarrage souhaitée : dès que possible
Type de contrat : CDI
Statut : Cadre


Au sein de la Direction Marketing Digital & Data de e-NRJ, vous rejoignez une équipe au cœur de la transformation digitale du Groupe NRJ.

Notre mission : accompagner les antennes et les marques du Groupe (NRJ, Chérie FM, Nostalgie, Rire & Chansons) sur l'ensemble de leurs propriétés digitales (sites, apps, CRM, campagnes d'acquisition, audio digital), afin de développer les audiences, les écoutes, l'engagement et la performance business.
Dans ce contexte, nous recrutons un(e) Senior Data Analyst/ BI pour renforcer la structuration, la fiabilisation et l'exploitation de la donnée au service du marketing digital, de la monétisation, des produits digitaux et du pilotage business.
Ce poste est clé pour centraliser des données issues de sources multiples, produire des analyses claires et actionnables pour des équipes non techniques, et aider à mieux comprendre la performance de nos audiences digitales ainsi que la contribution de nos activités au chiffre d'affaires.

Vos missions

Rattaché(e) à la Directrice Marketing Digital, vous aurez un rôle central dans la structuration, l'analyse et la restitution de la donnée au sein du pôle digital.
Consolider et exploiter des données multi-sources
Construire des tableaux de bord et reportings clairs
Analyser la performance des audiences digitales
Mesurer la contribution business et le ROI
Être un référent data transverse

Indispensables
Très bonne maîtrise de SQL
Très bonne maîtrise de Excel / Google Sheets
Expérience confirmée sur un outil de Business Intelligence : Power BI, Tableau ou équivalent
Expérience dans la création de tableaux de bord, reportings et analyses multi-sources
Solide compréhension des problématiques de tracking, mesure, attribution, qualité de donnée et cohérence de périmètre
Capacité à travailler à partir d'exports, de sources hétérogènes et de données parfois imparfaitement structurées

Appréciées / appréciables
Expéri",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206DSLB,France Travail,"sql, power bi, tableau",48.8414,2.3675
206DRMR,Data Analyst Financier (H/F),ONET AIRPORT SERVICES PARIS,95 - ROISSY EN FRANCE,95700.0,CDI,Mensuel de 2924.0 Euros sur 13.0 mois,3 An(s),"Certificat de capacité analyste de la performance, Collecter des données statistiques, Rédiger un rapport, un compte rendu d'activité, Utiliser les outils numériques","Dans le cadre du développement de notre Business Unit Airport au niveau national, nous recherchons un(e) Data Financier Junior afin de renforcer notre équipe gestion opérationnelle et d'accompagner la montée en puissance de nos activités. Au sein de la Direction Excellence Opérationnelle, vous serez rattaché(e) à la Contrôleuse de Gestion Opérationnelle de la Business Unit Airport. Vous participerez activement à la structuration, l'analyse et la fiabilisation des données financières, dans un environnement en forte croissance. Votre rôle sera clé dans le pilotage de la performance de la BU, en garantissant la qualité des données et en contribuant à la production d'indicateurs fiables et exploitables pour le management.
________________________________________
Missions principales
- Participer à la collecte, la consolidation et la fiabilisation des données financières 
- Contribuer à la production des reportings financiers mensuels et hebdomadaires 
- Mettre à jour et automatiser des tableaux de bord de suivi de performance 
- Analyser les écarts entre les prévisions et les réalisations (CA, coûts, marges.) 
- Identifier les anomalies de données et proposer des actions correctives 
- Participer à l'amélioration continue des outils de reporting et de pilotage 
- Appuyer la Contrôleuse de Gestion dans ses analyses et travaux de clôture 

Environnement de travail
Vous évoluerez dans un environnement dynamique, orienté data et performance, au sein d'une équipe finance en interaction constante avec les équipes opérationnelles.
Localisation
Le poste est basé en présentiel au siège situé à Roissy-en-France.
Déplacements
Des déplacements ponctuels sont à prévoir sur le territoire national, dans le cadre du suivi des activités de la Business Unit Airport.
Profil recherché
Nous recherchons un profil junior disposant des compétences et qualités suivantes :
- Formation Bac +3 à Bac +5 en finance, contrôle de gestion, data ou école de commerce / ingénieur 
- Bonne maîtrise d'Excel",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206DRMR,France Travail,,48.8293,2.3776
206CVLZ,Data Analyst Power Bi (H/F),SEGMENT ELITE,75 - PARIS,75009.0,CDI,Annuel de 45000.0 Euros à 65000.0 Euros sur 12.0 mois,5 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Nouvelle Opportunité - Data Analyst Power BI
Localisation: checy
Date de début: ASAP

Description du Projet:
Concevoir, développer et maintenir des tableaux de bord Power BI à destination de la Direction Générale. Accompagner les métiers dans la transformation de leurs usages historiques vers une logique Power BI. Mettre en production et assurer le RUN.
Compétences Requises:
Power BI

Environnement Techniques: 
Power BI, Excel, SAS
Expérience: 5",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CVLZ,France Travail,power bi,48.8414,2.3675
206CDKS,Data Analyst (H/F),PROMAN 168,59 - Templemars,59175.0,Mission intérimaire,Horaire de 13.18 Euros sur 12.0 mois,1 An(s),,"Le poste :
Votre agence d'intérim PROMAN recrute un Data Analyste H/F. Dans le cadre de cette mission, vous serez en charge des tâches suivantes : - Analyser les données liées à l'amélioration continue des produits. 
- Réaliser des reportings, assurer la communication et publier les résultats sur SharePoint. 
- Garantir la cohérence des données à travers les différents outils utilisés. 
- Développer de nouveaux outils en collaboration avec les équipes BI centrales. 
- Gérer la boîte mail qualité en triant et redirigeant un grand volume de courriels vers les adresses correspondantes des enseignes de distribution. 
- Investiguer sur d'éventuelles informations techniques manquantes dans les mails pour répondre aux questions des clients. 
- Être attentif à tout sujet sécuritaire qui pourrait être remonté. Les compétences requises incluent la maîtrise des outils Power BI, SharePoint, ainsi que JIRA si possible. Lieu de la mission : TEMPLEMARS
Type de contrat : INTERIM
Rémunération : 2000€ BRUT MENSUEL 
Horaires de travail : 9h à12h et de 13h à 17h Mission à pourvoir pour mi avril 


Profil recherché :
Profil idéal : Technicien informatique H/F Compétences requises : 
- Maîtrise des outils numériques, notamment Power BI et SharePoint. 
- Connaissance de JIRA serait un atout. 
- Capacité à analyser et synthétiser des données. 
- Compétences en rédaction technique. Qualités professionnelles : 
- Rigueur et sens de l'organisation. 
- Bonne gestion du temps et des priorités. 
- Capacité à travailler en équipe avec aisance. 
- Sens de l'écoute et bonne communication. 
- Polyvalence et capacité à prendre des décisions. 
- Curiosité pour les environnements numériques et les nouvelles technologies. Description du profil candidat recherché : 
Nous recherchons un candidat titulaire d'un Bac+2 en informatique, possédant une expérience dans le domaine. Ce candidat doit apprécier les environnements numériques et avoir un bon niveau de maîtrise des outils tels que Power BI, SharePoint ",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CDKS,France Travail,power bi,48.8327,2.3895
205ZXXV,Data Analyst (F/H),EXPECTRA,31 - Toulouse,31000.0,Mission intérimaire,Mensuel de 4308.0 Euros sur 12.0 mois,3 An(s),,"Mesurer la performance de l'entreprise en collectant, consolidant et synthétisant les indicateurs de performance.

Gérer la performance en facilitant les échanges entre les parties prenantes sur les données de performance, l'analyse des causes profondes et les recommandations afin de faciliter la prise de décision.

Identifier et définir les projets d'amélioration pour atteindre les objectifs de performance.

Ce poste, basé à TOULOUSE est à pourvoir dans le cadre d'une mission d'une durée de 6 mois.

La rémunération brute annuelle est à négocier selon votre expérience.",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/205ZXXV,France Travail,,19.4283,-99.1979
205ZVXL,Data Analyst (F/H),EXPECTRA,31 - Blagnac,31700.0,Mission intérimaire,Mensuel de 3304.0 Euros sur 12.0 mois,2 An(s),,"Rejoignez l'équipe SRB Cross-Programme et Performance en tant que Catalyseur IA et Analyste Avancé(e). Dans ce rôle, vous serez le moteur de l'adoption de l'IA générative (Gemini) et des solutions Low-Code (Appsheet), en améliorant nos activités quotidiennes grâce à la création d'outils et de solutions numériques simples, efficaces et évolutifs.
Vous travaillerez au sein de l'équipe Upgrades & Lifecycle Services (SR). Ce programme, rattaché à Airbus Customer Services (S), a pour principal objectif de fournir :
- des modifications optionnelles payantes, appelées « Upgrades » (cabine, cellule et avionique), ainsi que des services d'intégration pour les avions en service ;
- la gestion technique continue de la navigabilité et de la flotte afin d'optimiser la disponibilité des avions pour les compagnies aériennes, les loueurs et autres clients.
Le/la titulaire du poste intégrera l'équipe SRB « Cross-Programme et Performance Management ». La mission de SRB est de piloter et d'accompagner la transformation des services de mise à niveau et de cycle de vie afin d'atteindre l'excellence en matière de performance et d'exécution.
Un poste est à pourvoir au sein de SRB, et le/la titulaire sera rattaché(e) au Directeur/à la Directrice de SRB.
L'équipe est basée à Toulouse, Hambourg et Lisbonne et compte actuellement 14 personnes. Elle collabore avec de nombreux interlocuteurs issus de différentes fonctions (Programme, Ingénierie, Production, Achats, Ventes, Finance, Digital, etc.).
En tant que catalyseur IA, votre mission se partage entre développement technique et transformation culturelle :
Développement et déploiement : Concevoir et implémenter des « GEM » (Extensions/Modèles d'IA générative) à l'aide de Google Gemini.
Formation et sensibilisation : Accompagner notre communauté SR par des animations et des ateliers afin de développer la culture IA. Vous aiderez vos collègues à appréhender le potentiel de Gemini et de l'IA.
Faire le lien : Traduire les besoins métiers en exige",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/205ZVXL,France Travail,,19.4283,-99.1979
205YGQR,Data Analyst (H/F),DISTRIBUTION SERVICES INDUSTRIELS,75 - PARIS 13,75013.0,CDI,Annuel de 35000.0 Euros à 45000.0 Euros sur 12.0 mois,2 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Nous recherchons actuellement un(e) Data Analyst pour débuter une mission chez l'un de nos partenaires dans le secteur bancaire :

   - Contrôle et amélioration de la qualité des données du Hub Data
  -  Vérifier la fiabilité, la cohérence et la complétude des données, identifier les anomalies et proposer des actions correctives.
   - Analyse et valorisation des données
   - Exploiter les données afin de produire des indicateurs pertinents et d'accompagner la prise de décision métier
   - Production de reportings et de tableaux de bord
    -Concevoir, maintenir et faire évoluer des dashboards fiables et lisibles pour les équipes métiers et le management.
    -Formalisation des règles de gestion des données
    -Documenter les règles de qualité, les contrôles et les processus associés pour garantir la pérennité du Hub Data.
   -  Collaboration avec les équipes IT et métiers
    - Travailler en transverse avec les équipes techniques et fonctionnelles pour améliorer les flux de données et la gouvernance.

    Jours et Horaires de travail :   Lundi au vendredi - 9h-12 / 13h-17h

    Durée hebdomadaire : 35h

    Contraintes du poste : travail sur écran

Profil

*** à compétences égales, priorité aux demandeurs d'emploi titulaires de la Reconnaissance de la Qualité de Travailleur Handicapé ***
Savoir-faire

    Maîtrise des outils d'analyse et de visualisation de données (SQL, Excel, Power BI / Tableau)

    Connaissance des enjeux de qualité de données et de gouvernance

    Capacité à analyser et manipuler des volumes de données importants

    Compréhension des environnements Data (Hub Data, Data Warehouse, ETL)

    Capacité à formaliser des règles de gestion et des processus data

Savoir-être

    Rigueur et sens du détail

    Esprit analytique et de synthèse

    Autonomie et sens des priorités

    Bon relationnel et capacité à travailler en transverse

    Curiosité et appétence pour les sujets data",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/205YGQR,France Travail,"sql, power bi, tableau, etl",48.8414,2.3675
205XJBV,Auditeur & Data Analyst (H/F),GROUPE NUMANS,33 - BORDEAUX,33000.0,CDI,Annuel de 40000.0 Euros à 50000.0 Euros sur 12.0 mois,3 Mois,,"Qui sommes-nous ?

Le cabinet AJC, membre du groupe Numans compte 38 collaborateurs dont 2 associés.

Numans est un acteur pluridisciplinaire dont les cœurs de métiers sont l'expertise-comptable, l'audit et le conseil aux entreprises et aux particuliers. Experts-comptables, auditeurs, conseillers en ressources humaines, gestionnaires de patrimoine, consultants RSE,.

Numans est composé d'équipes expertes qui unissent leurs compétences autour d'une même mission : accompagner les entreprises et leurs dirigeants à tous les moments de la vie de l'organisation.

Nos valeurs sont au cœur de notre ADN

HUMAIN, ENGAGEMENT, AUDACE, COLLECTIF

Dans un contexte de digitalisation de l'audit et de développement de l'analyse de données, nous souhaitons renforcer notre équipe avec un profil capable de combiner audit financier et data analyse afin d'apporter une approche encore plus analytique et innovante à nos missions.

Rattaché aux managers et aux associés du cabinet vous interviendrez à la fois sur des missions d'audit financier intégrant une approche data et sur le développement d'outils d'analyse de données. Vous participerez activement à l'intégration de la data analyse dans les méthodes d'audit du cabinet.

Vos missions seront les suivantes :

1. Data analyse appliquée à l'audit

Préparer, transformer et exploiter des données comptables et financières.
Analyser de gros volumes de données pour identifier risques, anomalies et tendances.
Concevoir des analyses ciblées et des visualisations pertinentes.
Automatiser les traitements via des workflows pour optimiser les tests d'audit.
Documenter les travaux (mémos) et participer aux restitutions clients.
Contribuer à l'amélioration des outils data et à l'intégration de l'automatisation.

2. Gestion de missions d'audit (en responsabilité)

Planifier, organiser et piloter les missions d'audit.
Appliquer la méthodologie et l'approche par les risques du cabinet.
Réaliser et superviser les travaux d'audit.
Encadrer et former les assi",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205XJBV,France Travail,,48.8383,2.3699
205XBSY,Alternant Data Analyst Bilingue (H/F),EURO-INFORMATION PRODUCTION - GROUPEMENT,67 - STRASBOURG,67000.0,CDD,Annuel de 13000.0 Euros à 20000.0 Euros sur 13.0 mois,Débutant accepté,"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Nous recherchons un alternant afin intégrer notre équipe spécialisée dans les bases de données relationnelles (Microsoft SQL Server, Oracle, MySQL, PostgreSQL). Cette équipe gère environ 1300 serveurs et plus de 20 000 bases de données.

Nous souhaitons vous confier un projet axé sur l'analyse de données et de métriques. 

Vos missions seront les suivantes :

-Réaliser des projections de capacité planning sur les environnements.
- Détecter les signaux faibles indiquant des changements de comportement des bases de données.
- Analyser les données fournies par MONSQL, un outil développé par l'Ingénierie pour suivre l'utilisation et la consommation des bases de données par les développeurs.
- Analyser les données Odin/SARA (nombre de tickets, problèmes récurrents) et proposer des synthèses de solutions.

Un niveau d'anglais bilingue est requis pour ce poste. 

Ce que vous allez vivre chez nous
Concrètement nos collaborateurs et nos collaboratrices bénéficient :

- D'une rémunération fixe versée sur 13 mois
- De 29 jours de congés payés et jusqu'à 23 jours de RTT par an
- D'une prime de participation et d'intéressement pouvant atteindre jusqu'à 2 mois de salaire en fonction des résultats du groupe
- D'un accord permettant jusqu'à 2 jours de télétravail/semaine
- D'un plan épargne entreprise (PEE), d'un plan épargne retraite collectif (PERECOL) et d'un compte épargne temps (CET)
- D'une participation aux frais de transports en commun jusqu'à 75 % ou d'une prime mobilité douce (cyclistes, covoiturage)
- D'un régime de retraite supplémentaire (PERO) prise en charge à 100 % par l'employeur après 12 mois d'ancienneté
- D'un plan de formation ambitieux et d'un accompagnement tout au long de la carrière
- D'une convention collective avantageuse et d'un ensemble de mesures complémentaires (parentalité, handicap et proches aidants, égalité professionnelle, .)


Ce que nous allons aimer chez vous
Dans le cadre d'une formation bac +4/5, en école d'ingénieur ou en université (Inform",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205XBSY,France Travail,"sql, postgresql, mysql",48.8329,2.3898
205WXXN,Data Analyst (H/F),ATC FRANCE,92 - BAGNEUX,92220.0,CDI,Mensuel de 3500.0 Euros à 4500.0 Euros sur 12.0 mois,10 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, outils : oracle DataViz - Power BI, SQL - Python -, Manipulation de bases de données, analyse et gestion de données","Missions principales :
1. Géomarketing et études de marché:
- Analyser les données géographiques pour identifier les tendances et opportunités de marché
- Fournir des recommandations basées sur l'analyse des données géospatiales
2. Création de reporting :
- Concevoir et automatiser des rapports réguliers pour suivre les performances clés de l'entreprise
- Utiliser des outils de visualisation de données pour présenter les résultats de manière claire et concise
- Collaborer avec les équipes internes pour comprendre leurs besoins en reporting et fournir des solutions adaptées
3. Data Governance :
- Assurer la qualité et l'intégrité des données en mettant en place des processus de gouvernance des données
- Développer et maintenir des politiques et des procédures de gestion des données
- Former et sensibiliser les équipes internes aux bonnes pratiques de gestion des données",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205WXXN,France Travail,,48.8295,2.3781
205WFMZ,Data Analyst (H/F),AMG-IT,34 - Castelnau-le-Lez,34170.0,CDI,Annuel de 45000.0 Euros à 55000.0 Euros sur 12.0 mois,5 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Vous êtes passionné(e) par la data et souhaitez avoir un impact direct sur l'expérience utilisateur en environnement IT ? Vous aimez transformer des données techniques en leviers d'amélioration concrets ? Rejoignez notre équipe !

Missions principales :

Piloter et valoriser les données d'observabilité afin de mesurer et améliorer l'expérience digitale des utilisateurs sous Windows 11.
Concevoir et déployer des tableaux de bord adaptés aux différents niveaux de l'organisation (direction, support, exploitation).
Construire et maintenir un dictionnaire de KPIs autour de la qualité d'expérience utilisateur (DEX).
Produire des rapports réguliers de santé IT mettant en avant les axes d'amélioration et les gains réalisés.
Analyser de manière proactive les signaux faibles et anticiper les incidents avant leur remontée par les utilisateurs.
Réaliser des analyses de causes racines (Root Cause Analysis) en croisant les données d'observabilité et les incidents IT.
Mettre en place des alertes intelligentes pour accompagner les équipes support et exploitation.
Collaborer étroitement avec les équipes métiers, support et run pour traduire les besoins en indicateurs mesurables et actionnables.

Environnement technique :

Microsoft Windows 11 (expertise avancée : architecture, processus, télémétrie).
Outils d'observabilité DEX (type Nexthink, Lakeside, etc.).
Outils de Data Visualisation / BI (Power BI, Tableau.).
Requêtage et manipulation de données (SQL, KQL.).
Environnement poste de travail et outils de gestion associés (Intune, Systrack).

Profil recherché :

Expérience confirmée en tant que Data Analyst dans un contexte IT / observabilité / Digital Experience.
Capacité à faire le lien entre enjeux techniques et besoins métiers.
Solides compétences analytiques et esprit de synthèse.
Autonomie, rigueur et sens du service.
Excellentes capacités de communication pour interagir avec des interlocuteurs variés.

Profil recherché

Data Analyst confirmé(e) avec une solide expérience en ",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205WFMZ,France Travail,"sql, power bi, tableau",48.8318,2.3884
205VSLX,Data Analyst (H/F),COURSES WARNING,77 - Mitry-Mory,77290.0,CDI,Non précisé,2 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Nous recherchons un(e) Data Analyst talentueux(se) pour rejoindre notre équipe, rattaché(e) au Directeur OpEX et Réseau. Vous jouerez un rôle clé dans le suivi des performances, l'animation réseau et le support décisionnel, en transformant les données en insights stratégiques.

Missions principales :

Analyse et établissement de KPIs pour le suivi des performances.
Support et préparation des calls COPIL.
Suivi et support à l'animation réseau.
Détection et communication des anomalies et alertes.
Contribution à d'autres missions analytiques selon les besoins de l'équipe.

Votre profil
Expérience confirmée en analyse de données.
Bonne connaissance d'AS400.
Maîtrise avancée de Power BI, SQL et Excel.
Anglais professionnel indispensable.
Capacité à travailler en équipe et à communiquer efficacement avec différents interlocuteurs.
Rigueur, sens de l'analyse et esprit proactif.

Pourquoi nous rejoindre ?
Vous intégrerez une équipe dynamique et aurez l'opportunité de contribuer directement à l'amélioration des performances opérationnelles et au développement de notre réseau.",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205VSLX,France Travail,"sql, power bi",48.8415,2.3674
205TWCT,Data Analyst Tableau Power Bi (H/F),CIORANE,92 - La Garenne-Colombes,92250.0,CDI,Annuel de 40000.0 Euros à 50000.0 Euros sur 12.0 mois,3 An(s),"Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes","Nous recherchons un Data Analyst confirmé pour intervenir sur un projet stratégique de migration de solutions décisionnelles au sein d'un grand compte du secteur de l'énergie.

Au sein d'une équipe data, vous participerez à la migration et à la refonte de tableaux de bord existants vers un nouvel environnement BI.

Vos missions :

- Analyse des dashboards existants
- Migration de rapports Tableau vers Power BI
- Optimisation et fiabilisation des données
- Création et évolution de tableaux de bord
- Collaboration avec les équipes métiers et techniques

Profil recherché :

- Expérience confirmée en tant que Data Analyst
- Excellente maîtrise de Tableau
- Excellente maîtrise de Power BI
- Très bonne maîtrise de SQL
- Capacité à comprendre les enjeux métiers et à les traduire en indicateurs

Environnement technique :

- Tableau
- Power BI
- SQL
",2026-03-22,https://candidat.francetravail.fr/offres/recherche/detail/205TWCT,France Travail,"sql, power bi, tableau",48.8295,2.3781
