id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source,competences_extraites,latitude,longitude
206RHRP,Configurateur Données (H/F),FASTROAD TT,69 - LYON 03,69003.0,CDI,Annuel de 29000.0 Euros à 39000.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données, Collaborer dans un groupe pour réaliser un projet","Kliff par Randstad spécialiste du recrutement et de l'accompagnement des personnes en situation de handicap recherche pour son client gestionnaire du réseau de transport d'électricité, un configurateur données (H/F)

Votre rôle ? Faire en sorte qu'à chaque seconde, l'électricité circule en France. Au sein du Pôle de Configuration, vous n'intégrez pas simplement des données : vous configurez les systèmes de ""téléconduite"" qui permettent de piloter le réseau électrique national à distance.

Vos missions au cœur du réseau :
-Maîtrise de la donnée : Vous êtes le premier maillon de la chaîne en collectant et en intégrant les données techniques indispensables à la création des bases de données du réseau.

-Expertise & Diagnostic : Face à une anomalie ou un incident, vous menez l'enquête. En lien direct avec les experts SI et télécoms, vous analysez et apportez les correctifs nécessaires pour maintenir la supervision du réseau.

-Performance Collective : Vous ne travaillez pas en silo. Vous participez activement à des groupes de réflexion pour faire évoluer les méthodes de configuration et booster l'efficacité de l'équipe (23 personnes).

L'enjeu est critique : Votre précision technique permet d'actionner les équipements du réseau électrique français en temps réel.

Conditions d'exercice de l'emploi :

Emploi s'exerçant en bureau sur site au vu du haut niveau de confidentialité et de sensibilité des informations traitées (10 jours de télétravail par an maximum).

Rémunération : Entre 29 k€ et 39 k€ brut annuel fixe. Selon notre grille de rémunération, en fonction du diplôme obtenu, des compétences et expériences professionnelles.

Profil
-Formation : Bac +2 ou Bac +3 (Informatique, Réseaux, GEII, ou gestion de données).
-Soft Skills : Vous êtes reconnu pour votre extrême rigueur et votre sens de l'organisation. Vous aimez l'autonomie tout en appréciant le partage en équipe.
-Appétence technique : Vous êtes à l'aise avec la manipulation de données et l'univers informatique.",2026-04-09,https://candidat.francetravail.fr/offres/recherche/detail/206RHRP,France Travail,,48.833,2.3899
206MPCV,Urbaniste / Architecte D'Entreprise Senior / Indus (H/F),CIORANE,91 - Corbeil-Essonnes,91100.0,CDI,Annuel de 78000.0 Euros à 80000.0 Euros sur 12.0 mois,10 An(s),"Analyser, exploiter, structurer des données","**Contexte**  
Dans le cadre d'une mission de transformation des systèmes d'information, nous recherchons un Architecte d'Entreprise senior spécialisé en urbanisation SI dans un environnement industriel complexe. Vous interviendrez sur des enjeux d'alignement stratégique entre les métiers (notamment commerciaux et after-sales) et les systèmes d'information, avec une forte orientation MRO.

**Vos missions**  
Définir et structurer la vision d'architecture d'entreprise  
Réaliser la cartographie des capacités métiers  
Modéliser les processus métiers  
Assurer l'alignement entre les besoins métiers et le SI  
Intervenir sur des environnements industriels multi-systèmes  
Accompagner la transformation digitale  
Mettre en place et piloter la gouvernance d'architecture  
Collaborer étroitement avec les équipes métiers (sales, after-sales, support)

**Compétences techniques**  
Architecture d'entreprise et urbanisation SI  
Alignement métier / IT  
Cartographie des capacités métiers  
Modélisation des processus  
Expertise MRO (maintenance, réparation, overhaul)  
Expérience en environnement industriel / manufacturing  
Maîtrise du framework TOGAF  
Gouvernance d'architecture  
Connaissance des environnements multi-systèmes complexes

**Profil recherché**  
Profil senior avec au moins 10 ans d'expérience  
Autonomie et capacité à travailler en transverse  
Forte capacité à interagir avec des interlocuteurs métiers et IT  
Expérience sur des sujets de transformation digitale  
Bonne compréhension des enjeux business liés au commerce et au service client",2026-04-06,https://candidat.francetravail.fr/offres/recherche/detail/206MPCV,France Travail,modélisation,48.8289,2.378
206DVGB,Scientifique Des Données (H/F),SCHAEFFLER FRANCE,31 - BOUSSENS,31360.0,CDI,Non précisé,Débutant accepté,"Analyser, exploiter, structurer des données","Missions principales :
- Mettre en place et piloter des solutions digitales, analytiques et IA sur le site de production : automatisation avancée, data analytics, machine learning, LLM (Large Language Models).
- Être le référent data : analyser les données issues de la production, identifier des axes d'amélioration, développer des dashboards et modèles prédictifs (OEE, qualité, maintenance prédictive, etc.).
- Concevoir et administrer des solutions cloud (Azure, AWS, autres) et déployer des projets data à l'échelle de l'usine.
- Participer à la définition et au déploiement de la roadmap AI et data science pour le site, en lien avec les équipes.
- Accompagner et former les équipes à l'usage de la data, des outils digitaux, de l'IA générative et des bonnes pratiques cloud.
- Collaborer avec les équipes IT, OT et opérationnelles sur toutes les questions liées à la gouvernance des données
- Être moteur sur la veille technologique : expérimenter sur l'IA (LLM, vision.), les outils cloud, l'IoT industriel.
Profil recherché :
- Diplôme d'ingénieur ou Master spécialisé en informatique, data science, intelligence artificielle ou similaire.
- Expérience confirmée dans l'industrie et la production, avec de solides compétences en data (statistiques, data visualisation, machine learning).
- Bonne maîtrise des environnements cloud (Azure, AWS.) et des frameworks data/IA (Python, ML/AI pipelines, PowerBI, etc.).
- Expérience sur des projets d'intelligence artificielle : modèles prédictifs, LLM, automatisation intelligente, etc.
- Compréhension des enjeux digitaux, IT et industriels, forte capacité d'analyse et de restitution.
- Disponibilité pour des déplacements entre les sites: Toulouse, Foix, Boussens.
Les conditions horaires et l'environnement de travail :
- Cadre Forfait
- Possibilité de télétravail 1-2 jours / semaine",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206DVGB,France Travail,"python, aws, azure, machine learning, llm, statistiques",19.4283,-99.1979
206CXZT,Scientifique Des Données (H/F),SCHAEFFLER FRANCE,31 - TOULOUSE,31000.0,CDI,Non précisé,4 An(s),"Analyser, exploiter, structurer des données, Collaborer dans un groupe pour réaliser un projet, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Rendre compte de son activité, Utiliser l'anglais en contexte professionnel","Missions principales :
Rejoignez notre équipe mondiale de développement d'IA à Toulouse, dédiée à l'amélioration du Schaeffler Production System. Collaborez étroitement avec nous pour relever les défis de la production manufacturière grâce à une approche basée sur les données, en fournissant des solutions plus efficaces et intelligentes pour nos partenaires et clients, incluant la modélisation prédictive par IA.

- Relevez des défis réels de production :
- Travaillez en partenariat avec des data scientists, des ingénieurs data/industriels et les parties prenantes pour concevoir et livrer des solutions d'IA respectant les contraintes de production et les priorités business.
- Traduisez les besoins business en systèmes d'IA 
- Clarifiez les besoins liés au reporting et à la prise de décision, puis concevez des modèles et services permettant une prise de décision plus autonome sur le terrain.
- Analysez et modélisez à grande échelle 
- Explorez les données et infrastructures pour découvrir des tendances, quantifier les risques/opportunités et identifier des relations de cause à effet.
- Entraînez les modèles, ajustez les hyperparamètres, connectez des données en streaming ou batch aux modèles, et validez rigoureusement avant le déploiement en production.
- Définissez les indicateurs de succès avec le responsable de la solution, surveillez la performance des modèles et la valeur business, puis itérez ou retirez les modèles selon les besoins.
- Conduisez des initiatives au sein des sites du groupe Schaeffler, en coordonnant les contributeurs transverses et les calendriers.
- Produisez du code clair et maintenable, des documents techniques et des guides utilisateurs ; présentez les résultats aussi bien aux experts qu'aux non-experts.

Profil recherché et compétences clés :
- Diplôme d'ingénieur ou doctorat en informatique, mathématiques appliquées ou statistiques.
- 4 à 5 ans d'expérience pratique en data science, idéalement dans l'industrie de la production de masse, ave",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/206CXZT,France Travail,"statistiques, modélisation",19.4283,-99.1979
205WPPK,Technicien Support Administratif (H/F) Forum Colomiers,INEA TECHNOLOGIES,31 - TOULOUSE,31000.0,CDI,Mensuel de 1900.0 Euros à 2300.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données, expérience du mileu industriel, expérience des métiers qualité, expérience du milieu aéronautique","Rejoignez INEA TECHNOLOGIES, un acteur clé dans le domaine des solutions technologiques pour l'industrie aéronautique. Intégrez notre équipe Support/Qualité Achats, où votre expertise contribuera directement à la satisfaction de notre client majeur dans le secteur. Nous recherchons un(e) Technicien(ne) Support Administratif pour renforcer notre équipe dédiée à l'analyse des responsabilités liées aux non-conformités sur les produits.

VOS MISSIONS
En tant que Technicien(ne) Support Administratif, vous serez en charge de :
- Analyser les causes des non-conformités sur les produits de notre client aéronautique.
- Retrouver et documenter les descriptions et causes probables dans les outils de gestion dédiés.
- Comparer les données avec une liste de règles prédéfinies pour statuer sur la responsabilité finale.
- Collaborer étroitement avec les équipes qualité du client et de ses partenaires pour clarifier les points hors critères.
- Échanger avec les fournisseurs pour obtenir un accord sur la responsabilité finale.
- Établir un rapport mensuel à destination du donneur d'ordre.

*** Venez rencontrer l'employeur au forum du mercredi 15 avril de 10h à 18h - Hall Comminges, 6 place des fêtes à Colomiers ***",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205WPPK,France Travail,,19.4283,-99.1979
205TVVR,Lead 3D Engineering Manager - Projets Industriels (H/F),DANEM PEOPLE FRANCE,69 - Lyon 3e Arrondissement,69003.0,CDI,Annuel de 60000.0 Euros à 70001.0 Euros sur 12.0 mois,1 An(s),"Analyser, exploiter, structurer des données","Votre rôle

Rattaché(e) au Responsable Bureau d'Études, vous êtes garant(e) de la performance, de la qualité et de la cohérence des études maquette 3D sur l'ensemble du périmètre projet.

Véritable chef d'orchestre, vous pilotez l'activité 3D et accompagnez les équipes vers l'excellence opérationnelle.

 Vos responsabilités

 * Manager et coordonner les équipes 3D en France et à l'international
 * Superviser le contrôle technique des livrables réalisés par les chefs de groupe
 * Garantir l'application des méthodes, processus et outils 3D
 * Assurer l'homogénéité des données et favoriser le partage des bonnes pratiques
 * Veiller à la bonne prise en compte des exigences client
 * Piloter l'équipe des administrateurs 3D et optimiser l'allocation des ressources
 * Définir et suivre les indicateurs de performance (avancement, qualité, reste à faire.)
 * Apporter un appui technique quotidien et intervenir comme référent(e) métier
 * Participer aux revues de conception et garantir la cohérence inter-bâtiments
 * Contribuer au management visuel projet et à la montée en compétences des équipes
 * Participer activement au recrutement et à l'intégration des nouveaux collaborateurs


 Votre profil

 * Formation ingénieur ou équivalent
 * Minimum 10 ans d'expérience en bureau d'études
 * Maîtrise d'un logiciel de modélisation 3D (la connaissance d'AVEVA / E3D constitue un atout majeur)
 * Connaissances en développement et administration d'outils logiciels appréciées
 * Une expérience en études électriques (routage, cheminement de câbles.) serait un plus
 * Leadership naturel, esprit collaboratif et goût pour la transmission

 Conditions & avantages

 * Rémunération attractive comprise entre 60 000 € et 70 000 € brut annuel plus primes et avantages groupe, selon profil et expérience
 * Environnement technique stimulant et innovant
 * Projet industriel d'envergure internationale
 * Responsabilités stratégiques avec impact direct sur la performance du projet
 * Perspectives d'évol",2026-03-22,https://candidat.francetravail.fr/offres/recherche/detail/205TVVR,France Travail,modélisation,48.833,2.3899
205RJSS,Analyste De Données (H/F),V RAISE,94 - THIAIS,94320.0,CDI,Mensuel de 2700.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","Nous recherchons un(e) Analyste de données (Data Analyst) talentueux(se) pour rejoindre notre équipe. Le/la candidat(e) idéal(e) sera responsable de la collecte, du traitement et de l'analyse des données afin de soutenir la prise de décision et améliorer les performances de l'entreprise.
Vous travaillerez en étroite collaboration avec différents départements pour comprendre leurs besoins en données, créer des tableaux de bord pertinents et fournir des recommandations exploitables.

Responsabilités principales :
Collecter, nettoyer et analyser des ensembles de données
Concevoir et maintenir des tableaux de bord et des rapports
Interpréter les tendances et fournir des analyses aux parties prenantes
Collaborer avec des équipes transverses
Garantir la qualité et la fiabilité des données

Compétences requises :
Zoho Analytics (création de tableaux de bord et reporting)
Tableau
SQL
Excellentes capacités d'analyse et de résolution de problèmes
Bonnes compétences en communication",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/205RJSS,France Travail,"sql, tableau",48.8295,2.378
205KYZZ,Analyste Qa (H/F),ACRELEC,77 - SAINT-THIBAULT-DES-VIGNES,77400.0,CDI,Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","En 2004, Acrelec a révolutionné le secteur de la restauration en étant le pionnier de la borne digitale de commandes. Depuis, nous concevons et fabriquons notamment en France, des solutions logicielles et matérielles profondément intégrées, et nous accompagnons nos clients dans l'amélioration de l'expérience en magasin, ainsi que l'automatisation et la simplification des opérations du point de ventes.

 + 1100 collaborateurs engagés

 Présence dans 22 pays

 Une culture fondée sur la passion du client, l'engagement, la créativité, l'esprit d'équipe et l'empathie



Aujourd'hui, nous recherchons un(e) Analyste QA prêt(e) à relever de nouveaux défis et à évoluer avec nos équipes produits et développement, basées en Europe aux USA !



Votre mission (si vous l'acceptez !) 

En tant qu'Analyste QA vous participez à divers projets clients à travers l'évaluation de la qualité du code que vous réalisez grâce à des tests exploratoires et automatisés. Vous identifiez les bug, les signalerez aux équipes de développement et veillerez à ce qu'ils soient résolus.


 Vos principales responsabilités :

Analyser et réviser les exigences fonctionnelles et techniques afin d'identifier les risques et incohérences.
Concevoir, planifier et exécuter des stratégies de tests (manuels, exploratoires et automatisés).
Installer et configurer les environnements de test : serveurs, postes clients, applications mobiles (iOS/Android).
Développer et maintenir des cas de tests produits et des configurations de laboratoires.
Identifier, documenter, suivre et qualifier les anomalies jusqu'à leur résolution.
Évaluer la qualité des composants logiciels et valider les nouvelles fonctionnalités et évolutions.
Assurer la stabilité et la mise à jour continue des environnements de test.
Communiquer efficacement sur l'état de la qualité, les risques et les plans d'actions.

Votre impact :

Vos actions vous donne un rôle de premier plan et une influence directe sur la satisfaction clients.

Le profil que nous",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205KYZZ,France Travail,,48.8415,2.3674
1433833,Data Engineer - Sap Analytics Bw (F/M/D) (H/F),DECATHLON,59 - Villeneuve-d'Ascq,59491.0,CDI,Non précisé,Expérience exigée,,"REJOINS L'ÉQUIPE VALUE CHAIN BI SAP ANALYTICS 
Notre équipe Value Chain BI recherche un e Ingénieur Data SAP Analytics BW basé e à Lille.

Au cœur de la stratégie ""Data-Driven"" de Decathlon, notre équipe transforme les données de la Supply Chain (de la planification de l'offre jusqu'à la livraison en magasin, en passant par la production) en produits de données :
tableaux de bord, requêtes en libre-service et outils d'aide à la planification.
Ton défi :
Répondre aux besoins d'exploitation de données des utilisateurs de différents métiers et être acteur dans des enjeux autour de la qualité de donnée et l'optimisation des performances de nos outils.
Dans un environnement en pleine transformation vers l'IA, tu seras le lien entre les besoins métiers complexes et l'excellence technique, le tout dans une ambiance sportive et collaborative.

TA FUTURE CONTRIBUTION 
En tant que membre clé d'une équipe de passionné es, tu seras responsable d'améliorer continuellement nos solutions.
Ton rôle sera de définir la vision technique et de construire des flux de données robustes, tout en explorant les opportunités offertes par l'IA pour automatiser, accélérer et générer encore plus de valeur grâce aux données.

Tes missions s'articulent autour de cinq piliers :

Conception & Développement :
Tu modélises des flux complexes (SAP BW 7.
5 ou BW4/HANA, HANA Studio, ABAP, CDS), rédiges des spécifications techniques pointues et développés des queries AFO/SAC pour offrir une expérience de pilotage fluide aux utilisateurs.

Organisation Agile :
Tu intègres une équipe travaillant selon des modèles Agile qui promeuvent l'autonomie, l'engagement et la qualité de la livraison ( delivery ).

Optimisation et accompagnement :
Tu proposes et mets en place des initiatives pour optimiser les temps de traitement et les coûts des flux existants.
Tu es un acteur clé dans l'accompagnement des utilisateurs et des équipes support afin d'assurer la meilleure expérience utilisateur.

Innovation & IA :
Tu par",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1433833,France Travail,,48.8327,2.3895
1428684,Data Engineer / Expert(E) Ia (H/F),Non précisé,95 - Bezons,95870.0,CDI,Non précisé,5 An(s),,"
            Rejoignez Atos et sa practice RailWays, au cœur des programmes ferroviaires critiques, pour concevoir et déployer des solutions d’intelligence artificielle sûres et innovantes dans les logiciels de contrôle-commande et de signalisation, au sein d’environnements fortement normés et industriels. Votre rôleAu sein des programmes ferroviaires de Atos, vous intervenez en tant qu’Expert(e) IA pour concevoir, intégrer et déployer une IA maîtrisée au cœur des logiciels de contrôle-commande et de signalisation.Vous intervenez sur des systèmes critiques pour la sécurité, dans un environnement fortement réglementé, et garantissez que les solutions IA : apportent une valeur opérationnelle mesurable, respectent les exigences de sûreté de fonctionnement (FDMS / RAMS), sont explicables, traçables et intégrées progressivement dans les systèmes existants. Véritable référent IA, vous jouez un rôle clé d’acculturation, d’accompagnement et de transformation auprès des équipes techniques, projets et du management. Vos missions principales Définir la stratégie IA applicable aux logiciels de contrôle-commande ferroviaires Identifier et prioriser les cas d’usage IA à forte valeur ajoutée Concevoir et intégrer des solutions IA robustes dans des environnements temps réel et critiques Garantir la prise en compte des exigences FDMS / RAMS, d’explicabilité et de traçabilité Auditer les systèmes existants pour identifier opportunités, risques et prérequis IA Définir des trajectoires de transformation IA compatibles avec les contraintes d’exploitation Accompagner les équipes projets et contribuer à la montée en compétence IA Apporter un support d’expert aux projets, à la gouvernance et aux phases d’avant-vente 
            ",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428684,France Travail,,48.8293,2.3776
1428646,Alternance - Data Engineer - Services Publics - Nantes (H/F),Non précisé,44 - Nantes,44000.0,CDD,Non précisé,0 An(s),,"
            Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.

The world is how we shape it*Description du posteParticipez à la construction de la Plateforme Big Data du SI de l’Assurance Maladie et contribuez au développement de cas d’usage métier autour du Data Engineering.Intégré(e) au sein d’un projet d’une équipe d’environ 5 collaborateurs, intégré lui-même au sein d’un plateau de 80 personnes, vous contribuez au développement de la plateforme Big Data du SI de la CNAM. Cette plateforme Big Data a pour objectif de fournir aux Data Scientists / Data Analysts de la CNAM de nouveaux usages autour de la donnée.Votre rôle et vos missions :La mission se déroule en plusieurs phases :Appropriation du contexte projet (enjeux, objectifs…)Appropriation du contexte technique (Data Engineering, Conteneurisation,…)Conception de la solution technique du traitement qui vous sera confié ;Préparation des conditions de tests du traitement à mettre en œuvre ;Réalisation du module ;Recette du module ;Transfert de compétences vers l’équipe en fin de stage.Les interlocuteurs seront les chefs de projets, les architectes techniques et les référents techniques du projet qui ont la charge d’assurer la bonne mise en œuvre fonctionnelle et technique de la solution.L'environnement te",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428646,France Travail,,48.8396,2.3696
1428566,Alternance – Data Engineer – Services Financiers – Data Factory -Nantes (H/F),Non précisé,44 - Nantes,44000.0,CDD,Non précisé,0 An(s),,"
            Description de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 50000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative.

Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.The world is how we shape it*
*Le monde est tel que nous le façonnonsDescription du posteVous intégrez un service « Pilotage & Reporting », et plus particulièrement la squad « Reporting », composée de Business Analyst et Développeurs Data ETL qui est  en charge de l’application qui produit les rapports et les indicateurs métiers  permettant aux services métier de piloter leur activité au quotidien.Votre rôle et vos missions :Intégré(e) au sein de notre Data Factory de plus de 120 Data Ingénieurs, vous contribuez à un projet Big Data, et intervenez en tant que référent technique pour un de nos Grands Comptes.A cette occasion vous serez amené(e) à :Apporter votre expertise et votre expérience à votre équipe lors des phases de conception et développement ;Définir et implémenter des solutions d'ingestion, de préparation, de stockage, de calcul et d'exposition - sur l'ensemble du pipeline de données ;Proposer des idées d’amélioration continue à votre client et à votre équipe - revue de procédures, mise en place de nouveaux outils dans le cadre de livraison, test ou qualimétrie ;Concevoir et développer des solutions complexes ;Industrialisation, mise en place de CI/CD ;Accompagner vos collaborateurs dans",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428566,France Travail,"etl, pipeline",48.8396,2.3696
1428543,Big Data Engineer / Développeur Big Data H/F,Non précisé,14 - Caen,14000.0,CDI,Non précisé,2 An(s),,"
             Ce que vous allez faire si vous nous rejoignez :Sous la responsabilité du Responsable Data / Engineering, vos missions incluront :  Concevoir des architectures de traitement batch et streaming adaptées aux besoins métiers   Développer des jobs Spark, Hadoop ou Kafka pour l’ingestion, la transformation et l’exposition des données   Optimiser la performance, la robustesse et la résilience des traitements   Intégrer vos développements dans la chaîne CI/CD   Participer aux cérémonies Agile (planification, daily, review, rétro) et à l’amélioration continue des pratiques  
            ",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428543,France Travail,"spark, hadoop, kafka",19.4275,-99.1983
1428196,Data Engineer - Data Factory - Services Financiers - Nantes (H/F),Non précisé,44 - Nantes,44000.0,CDI,Non précisé,0 An(s),,"
            Description de l'entrepriseDescription de l'entrepriseSopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de conseil, de services et solutions numériques. Il aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Le Groupe apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, en combinant une connaissance approfondie des secteurs d’activité et des technologies à une approche collaborative. Sopra Steria place l’humain au cœur de son action et s’engage auprès de ses clients à tirer le meilleur parti du numérique pour construire un avenir positif. En 2024, le Groupe a réalisé un chiffre d’affaires de 5,8 milliards d’euros.

The world is how we shape itDescription du posteLa division « Services Financiers » de Sopra Steria se concentre sur la banque de détail, la banque privée et les services financiers spécialisés. Nous participons à la révolution digitale grâce à notre expertise en automatisation des processus, Big Data, IA et Cloud. Nous accompagnons la transformation de nos clients dans les domaines des Crédits, Risques/Conformité et Moyens de Paiement.Composée d'environ 100 Data Ingénieurs, vous y rencontrerez des experts en Plateforme de Données, Data Architectes et autres spécialistes de la valorisation de la donnée.Vous serez accompagné(e) dans le développement de vos connaissances à travers divers parcours Data : ingestion, construction de datahub, transformation et valorisation de la donnée, modélisation et mise à disposition. Rejoindre la Data Factory Sopra Steria, c'est intégrer une communauté de Data Ingénieurs fiers de partager leur savoir et ouverts aux nouvelles expériences et expérimentations de la donnée.Votre rôle et vos missions :Dans le cadre de la mise en place de plateforme Data pour nos clients et selon votre expérience et votre appétence, vous participez à :La compré",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428196,France Travail,modélisation,48.8396,2.3696
1428004,Data Engineer F/H,Non précisé,95 - Bezons,95870.0,CDI,Non précisé,5 An(s),,"
              Vos missions à nos côtés :• Concevoir, développer et maintenir des pipelines de données fiables et performants (ETL/ELT)• Mettre en place des architectures data modernes (Data Lake, Data Warehouse, Lakehouse) adaptées aux besoins métiers• Assurer la qualité, la disponibilité et la gouvernance des données tout au long de leur cycle de vie• Collaborer étroitement avec les équipes Data et métiers pour transformer les besoins en solutions concrètes et exploitables   
            ",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1428004,France Travail,etl,48.8293,2.3776
1425900,Data Engineer H/F,AKKODIS,33 - Bordeaux,33000.0,CDI,Annuel de 45000.0 Euros à 50000.0 Euros,5 An(s),,"Akkodis, est un acteur mondial de l'ingénierie et de l'IT et un leader dans la smart industrie. Nous accompagnons la transformation digitale de nos clients à travers quatre services : Consulting, Solutions, Talent et Academy. Nous co-créons et imaginons des solutions de pointe pour répondre aux défis majeurs de notre société.
Missions
La ligne de service Consulting & Solutions d'Akkodis France renforce ses équipes en région et recrute un(e) Data Engineer H/F en CDI. Ce poste s'adresse à un(e) ingénieur(e) spécialisé(e) dans la conception et la gestion de plateformes de données pour le secteur automobile. Vous interviendrez au cœur de projets stratégiques, en participant à la construction de solutions data robustes pour l'analytique d'entreprise et la prise de décision.

Responsabilités principales :

 * Concevoir, développer et maintenir des pipelines de données sécurisés, scalables et fiables pour soutenir l'analytique d'entreprise et la prise de décision basée sur les données.
 * Collaborer avec des analystes, des équipes applicatives, cloud, infrastructure et sécurité pour traduire les besoins en solutions techniques robustes.
 * Développer et gérer les processus d'ingestion, de transformation et d'intégration des données en utilisant MS Fabric, Azure, Terraform et des technologies open source.
 * Implémenter et maintenir des modèles de données optimisés pour l'analytique, le reporting et la consommation par les systèmes en aval.
 * Mettre en œuvre des pipelines CI/CD pour les workloads data via GitHub et/ou Azure DevOps, et utiliser l'Infrastructure as Code (Terraform).
 * Garantir la qualité, cohérence, disponibilité et performance des données sur l'ensemble de la plateforme data.
 * Surveiller, diagnostiquer et résoudre les incidents dans les pipelines de données en production et les composants de la plateforme.
 * Fournir onboarding, documentation et bonnes pratiques aux utilisateurs internes, et contribuer aux pratiques de gouvernance (sécurité, modèles d'ac",2026-04-14,https://candidat.francetravail.fr/offres/recherche/detail/1425900,France Travail,azure,48.8383,2.3699
1422218,Elsan - Data Engineer (H/F),Non précisé,75 - Paris 8e Arrondissement,75008.0,CDI,Non précisé,2 An(s),,"Contexte  
ELSAN, groupe leader d’hospitalisation privée en France, est aujourd’hui un acteur de référence de l’offre de soins. Présent dans toutes les régions de l’hexagone, les 137 établissements du groupe soignent plus de 2,2 millions de patients par an. Fort d’une politique d’investissement ambitieuse, ELSAN structure une offre médicale qui répond aux attentes des patients et des professionnels de santé en apportant des solutions technologiques et organisationnelles innovantes, encourageant ainsi une dynamique d’excellence médicale.
Au sein de la Direction Générale des Opérations, le Pilotage de la Performance intègre le Pôle Data Analytics en charge de la conception, fiabilisation et animation des tableaux de bord de pilotage des établissements et de la direction générale (RH, services de soins, achats médicaux, recettes annexes, finance…).
Dans ce cadre le Data Engineer se verra confier les missions suivantes 
Missions- Recueillir, analyser, formaliser et valider les besoins fonctionnels ;

Rédiger et maintenir la documentation technique et la documentation utilisateur ;
Développement des bases de données et des flux ETP avec la plateforme Microsoft ;
Développer des rapports Fabric Power BI (rédaction de requête SQL, conception de modèles tabulaires, rédaction de mesures DAX) ;
Réaliser le support pour les utilisateurs ;
Maintien en condition opérationnelle des outils existants (reportings de performance et outil d’élaboration budgétaire) ;
Amélioration en continu de la qualité de la donnée et des outils de pilotage ;
Travailler en étroite collaboration avec le contrôle de gestion opérationnel, les différentes directions métier du groupe, les interlocuteurs en établissements et les prestataires externes.

Compétences générales attendues   

Esprit d’analyse et de synthèse pour proposer rapidement des solutions aux problèmes rencontrés ;
Esprit critique sur les besoins exprimés ;
Prise de recul et grande rigueur sur les travaux réalisés ;
Intérêt pour le secteu",2026-04-13,https://candidat.francetravail.fr/offres/recherche/detail/1422218,France Travail,"sql, power bi",48.8414,2.3675
