id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
0697123,Alternance - Ingénieure / Ingénieur Développeur Business Intelligence F/H,Non précisé,59 - Lezennes,59260,CDI,Non précisé,0 An(s),,"
            Votre environnement          Au sein de la Direction COMMERCE vous rejoignez une équipe engagée et solidaire. Une tutrice ou un tuteur vous accompagnera tout au long de votre alternance d’une durée de 36 mois.Vos missionsAu sein d’une équipe de 5 personnes, vous participerez activement au développement et à l'amélioration de nos outils BI, avec un impact direct sur les équipes opérationnelles. Vos missions incluront :- Concevoir, développer et améliorer des applications et dashboard",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/0697123,France Travail
0620168,Alternance - Ingénieur(E) Développeur Business Intelligence F/H (H/F),EDF,59 - Lille,59000,CDD,Non précisé,Débutant accepté,,"Vos missions
Au sein d'une équipe de 5 personnes, vous participerez activement au développement et à l'amélioration de nos outils BI, avec un impact direct sur les équipes opérationnelles. Vos missions incluront :
- Concevoir, développer et améliorer des applications et dashboards BI
- Analyser, modéliser et structurer les données pour optimiser leur exploitation
- Rédiger des cahiers des charges en lien avec les besoins métiers
- Documenter les solutions développées (technique & utilisateur
- P",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/0620168,France Travail
0609013,Développeur Business Intelligence (M/F/D) (H/F),Non précisé,Luxembourg,,CDI,Non précisé,Expérience exigée,,"Fortement ancrés dans le paysage hospitalier luxembourgeois, les Hôpitaux Robert Schuman S.A. avec environ  médecins sous statut libéral et plus de  salariés, recherchent dans le cadre du renforcement de leurs équipes un(e) Développeur Business Intelligence Vos missions :La mission d'un développeur BI au sein du Département des Systèmes d’Information (DSI) consiste à transformer les données brutes de l'entreprise en informations stratégiques et exploitables. Grâce à l'extraction, la modélisation",2026-03-22,https://candidat.francetravail.fr/offres/recherche/detail/0609013,France Travail
0497391,Développeur / Développeuse Décisionnel - Business Intelligence (H/F),Non précisé,94 - Champigny-sur-Marne,94500,CDI,Non précisé,3 An(s),,"Description du poste :
Rattaché à la direction, vous intervenez sur l'ensemble de la chaîne de valorisation de la donnée afin d'améliorer le pilotage de l'activité industrielle.
À ce titre, vos principales missions sont Concevoir, développer et maintenir des tableaux de bord automatisés pour le suivi des indicateurs de performance
* Structurer et fiabiliser les extractions de données issues de différents systèmes
* Développer des analyses avancées pour accompagner la prise de décision
* Mettre e",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0497391,France Travail
0479904,Développeur Sap Bw/Hana - Business Intelligence (M/F) (Réf. E) (Réf. F) (Réf. M) (H/F),Non précisé,Luxembourg,,CDI,Non précisé,Débutant accepté,,"Statut : Employé, Fonctionnaire Qui recrute ? L’Administration judiciaire recrute un développeur SAP BW/HANA – Business Intelligence pour le service statistique et gestion des données de la Justice (SSJ). Au sein d’une équipe dynamique, vous participerez à la mise en place et à l’évolution d’une plateforme décisionnelle basée sur SAP BW/HANA, permettant l’exploitation et la valorisation des données issues des différentes applications métier de la Justice. Le SSJ travaille en étroite collaboratio",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0479904,France Travail
0357132,Développeur.Se Business Intelligence – Solutions Saas Mobilité (H/F),Non précisé,78 - Guyancourt,78280,CDI,Non précisé,Expérience exigée,,"About Us
Conseil et Exploitation offre une continuité de services allant du conseil stratégique à l'exploitation en passant par l'ingénierie. Nous intervenons principalement dans le secteur des services de mobilité - autoroutes, transports publics, parkings - de l'aéronautique, de l'immobilier et de l'urbanisme. La gestion d'actifs est au cœur de notre activité, nous adoptons une vision à long terme dans tout ce que nous entreprenons. Conseil et Exploitation présente notamment la particularité d",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/0357132,France Travail
0302265,Ingénieur Étude Business Intelligence (H/F),Non précisé,31 - Toulouse,31000,CDI,Non précisé,1 An(s),,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de cons",2026-03-14,https://candidat.francetravail.fr/offres/recherche/detail/0302265,France Travail
0195914,Analyste Business Intelligence (H/F),Non précisé,35 - Bruz,35170,CDI,Non précisé,3 An(s),,"Description du poste :
Intégré(e) à la section Fabrique du bureau Accompagnement et Transformation Logicielle, qui regroupe les experts dans la réalisation de projets sur certains services numériques exploités fonctionnellement par le SAND, le/la titulaire du poste sera chargé(e) du développement de cas d'usage de type business intelligence et la réalisation de dashboards QlikSense. Il/Elle évoluera au sein d'une équipe en privilégiant les échanges. En soutien au responsable d'exploitation fonct",2026-03-12,https://candidat.francetravail.fr/offres/recherche/detail/0195914,France Travail
9722159,Développeur / Développeuse Décisionnel - Business Intelligence (H/F),Non précisé,69 - Lyon 5e Arrondissement,69005,CDI,Non précisé,1 An(s),,"Description du poste :
Au sein d'une DSI de 40 collaborateurs, vous rejoignez l'équipe BI composée de 4 personnes.
En tant qu'Ingénieur BI / Talend, vous participez au développement et à la maintenance des flux décisionnels et contribuez à l'évolution de l'écosystème data de l'entreprise.
Vos principales missions Développer et maintenir les flux d'alimentation de données sous Talend
* Participer à la modélisation et à l'optimisation des bases de données (SQL)
* Contribuer à la création et à l'év",2026-02-28,https://candidat.francetravail.fr/offres/recherche/detail/9722159,France Travail
9280593,Analyste Business Intelligence (H/F),Non précisé,31 - Toulouse,31000,CDI,Non précisé,3 An(s),,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria , acteur majeur de la Tech en Europe, reconnu pour ses activités de conseil, de services numériques et d'édition de logicie",2026-02-19,https://candidat.francetravail.fr/offres/recherche/detail/9280593,France Travail
9046543,Chargé De Développement Business Intelligence (H/F),Non précisé,91 - Palaiseau,91120,CDI,Non précisé,6 An(s),,"Description du poste :
En qualité de chargé de recherche en IA au sein du pôle recherche de l'AMIAD, vos principales missions seront :
-Identifier des verrous scientifiques de la problématique ;
-Structurer votre périmètre de recherche
-Développer des travaux de recherche originaux ;
-Animer votre communauté scientifique ;
-Identifier et / ou constituer des corpus de données ;
-Mener une étude bibliographique ;
-Développer une solution logicielle originale.
-Dans le cadre du rayonnement de l'age",2026-02-12,https://candidat.francetravail.fr/offres/recherche/detail/9046543,France Travail
8812793,Développeur.Se Business Intelligence - Solutions Saas Mobilité (H/F),Non précisé,78 - Guyancourt,78280,Mission intérimaire,Non précisé,Débutant accepté,,"Au sein de l'activité Digital Mobility Solutions (DMS) de la Service Line O&amp;M, et afin de renforcer nos positions sur le marché français et européen dans les solutions de contrôle du stationnement en voirie, nous consolidons notre équipe technique avec le recrutement d'un(e) développeur(euse) en solutions Business Intelligence.Vous êtes rattaché(e) à la Direction Technique de l'activité Digital Mobility Solutions. Notre ambition est de développer notre position de leader sur le marché intern",2026-02-06,https://candidat.francetravail.fr/offres/recherche/detail/8812793,France Travail
8536253,Consultant Business Intelligence (H/F),Non précisé,92 - Hauts-de-Seine,,CDI,Non précisé,3 An(s),,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria , acteur majeur de la Tech en Europe avec 56 000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de con",2026-01-31,https://candidat.francetravail.fr/offres/recherche/detail/8536253,France Travail
2653019,Analyste Développeur Business Intelligence (H/F),Non précisé,69 - Lyon 5e Arrondissement,69005,CDI,Non précisé,Débutant accepté,,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Astek recherche actuellement des profils Ce que nous allons accomplir ensemble :
Dans le cadre de sa transformation digitale, un acteur clé de son secteur souhaite moderniser ses outils métiers en adoptant la Power",2025-09-20,https://candidat.francetravail.fr/offres/recherche/detail/2653019,France Travail
1093675,Business Development Manager M/F (H/F),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1093675,France Travail
0438973,Bi Analyst / Business Analyst Data & Marché (H/F),Non précisé,75 - Paris 15e Arrondissement,75015,CDI,Annuel de 50000.0 Euros à 60000.0 Euros,2 An(s),,"Genius Talent est un cabinet de conseil en recrutement créé par des ingénieurs passionnés d'intelligence artificielle et des chasseurs de tête expérimentés spécialisés dans la recherche de talent. Une méthode agile et performante pour vos recrutements et un accompagnement personnalisé pour les talents.
Notre client est une entreprise innovante du secteur des sciences de la vie, reconnue à l'international pour son expertise scientifique et sa capacité à développer des solutions à forte valeur ajo",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/0438973,France Travail
9832177,Engineer - Business Development Group M/F (H/F),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou",2026-03-04,https://candidat.francetravail.fr/offres/recherche/detail/9832177,France Travail
9797591,Business Développeur / Chargé(E) D'Affaires Numérique Et Electronique (H/F),Non précisé,38 - Grenoble,38000,CDI,Annuel de 33000.0 Euros à 40000.0 Euros,3 An(s),,"En bref : Business Developer / Chargé(e) d’Affaires Numérique & Électronique (H/F) – Grenoble – CDI/CDD – 35/39K€ + primes – Au coeur de l’innovation scientifique

Vous souhaitez contribuer concrètement au progrès scientifique et technologique, au croisement des innovations numériques, électroniques, quantiques ou liées à l’intelligence artificielle ? Vous aimez évoluer entre laboratoires de recherche, industriels et écosystèmes d’innovation ? Ce poste vous place au coeur du transfert de technol",2026-03-03,https://candidat.francetravail.fr/offres/recherche/detail/9797591,France Travail
1164781,Sales Engineer / Business Developer (F/H),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Notre client, acteur international de r&eacute;f&eacute;rence dans les solutions en b&eacute;ton pour le traitement des eaux, le biogaz et les applications industrielles, recrute dans le cadre du d&eacute;veloppement de ses activit&eacute;s en France un(e) <strong>Sales Engineer / Business Developer</strong> pour d&eacute;velopper le Nord de la France.</p><p></p><p>Rattach&eacute;(e) directement au Directeur Commercial et en lien avec une &eacute;quipe internationale, vous intervenez en total",2026-04-04,https://candidat.francetravail.fr/offres/recherche/detail/1164781,France Travail
1093127,Apprenti(E) Business Analyste Recettes Commerciales Passage Toulouse F/H,Non précisé,31 - Toulouse,31000,CDD,Non précisé,Débutant accepté,,"
	<p></p><p> Sous la tutelle d'un des business analyst de l'équipe AMO, votre mission consistera, selon les besoins en cours (demandes externes, projets internes, initiatives industrie) à :</p><ul style=""list-style-type: square""><li> Analyser et comprendre les besoins Métier</li><li>Modéliser les processus existants afin d'identifier les impacts</li><li>Rédiger les expressions de besoins</li><li>Participer aux tests</li><li>Proposer des axes de simplification/automatisation</li><li>S'inscrire da",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1093127,France Travail
1092817,Business Manager Programme Sap S/4Hana F/H,Non précisé,92 - Plessis-Robinson,92350,CDI,Non précisé,Expérience exigée,,"<div>MBDA est le seul groupe européen capable de concevoir et de produire des missiles et systèmes de missiles pour répondre à toute la gamme des besoins opérationnels présents et futurs des trois armées (terre, marine et air).
Partenaire européen et acteur mondial, MBDA se positionne au coeur de la souveraineté de nos nations européennes et de leurs alliés en leur fournissant des capacités militaires décisives à des fins de sécurité nationale et d'autonomie stratégique. Les produits du Groupe s",2026-04-03,https://candidat.francetravail.fr/offres/recherche/detail/1092817,France Travail
1039918,Business Controller H/F,Non précisé,Luxembourg,,CDI,Non précisé,Expérience exigée,,"Création de poste – rôle stratégique au cœur du businessCDI – statut luxembourgeois / poste localisé à Grass (derrier/ière IKEA)  ContexteDans un contexte de croissance et de transformation, notre client crée un poste stratégique de  Business Controller H/F. L’objectif est clair : structurer, fiabiliser et professionnaliser le pilotage financier de ses activités.Ce rôle s’adresse à un profil expérimenté souhaitant évoluer dans un environnement dynamique, pragmatique et orienté terrain, avec un r",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1039918,France Travail
1039625,Manager Business Transformation H/F (Paris),EY,75 - Paris,,CDI,Non précisé,3 An(s),,"Au sein de Business Consulting les consultants d'EY Business Transformation appuient les comités de direction de grands comptes intervenant dans de nombreux secteurs d'activité pour accélérer la mutation de leur métier et optimiser leur performance à l'ère du digital. 
 
Dans le cadre de notre forte croissance, nous recherchons des Managers H/F capables de mener à bien des projets de stratégie et transformation digitale. 
 
Votre rôle :
 
Vous serez responsabilisé(e) sur des missions de cadrage ",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1039625,France Travail
1035447,Business Analyst Technique F/H - Marketing (H/F),Hays France,69 - Lyon 3e Arrondissement,69003,CDI,Non précisé,2 An(s),,"Descriptif du poste:

Missions principales
1. Pilotage et évolution des applications

* Recueillir, analyser et challenger les besoins métiers dans un contexte multi-pays.
* Rédiger les spécifications fonctionnelles et techniques.
* Gérer les projets d'évolution des applications (Finance, RH, Achats) : cadrage, planification, suivi, reporting.
* Assurer le rôle de référent fonctionnel sur votre périmètre.2. Coordination AMOA / AMOE

* Piloter les prestataires et éditeurs : suivi des charges, qua",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/1035447,France Travail
1012473,Amoa / Business Analyst (H/F),SOLUTEC,69 - Lyon 9e Arrondissement,69009,CDI,Annuel de 28000.0 Euros à 45000.0 Euros,Débutant accepté,,"Au sein d'une équipe projet, vous ferrez le lien entre les équipes métier et les équipes techniques, en traduisant les besoins des utilisateurs en solutions fonctionnelles précises. Plus précisément, vous interviendrez sur les missions suivantes :

 * Étudier et analyser le besoin du client
 * Analyser et collecter la donnée (suivi de KPI)
 * Contribuer à la définition fonctionnelle et la priorisation des besoins
 * Planifier, préparer et participer aux phases de tests fonctionnels
 * Assurer un",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1012473,France Travail
1011804,Business Analyst F/H - Marketing (H/F),Relyens,69 - Lyon 8e Arrondissement,69008,CDI,Non précisé,4 An(s),,"Descriptif du poste:


Relyens recrute un BUSINESS ANALYST H/F dans le cadre d'un CDI, basé à Lyon.

Contexte :

Notre Groupe accélère sa transformation stratégique pour renforcer sa position sur ses marchés historiques tout en se diversifiant. Au cœur de cette dynamique, la data devient un levier majeur pour mieux comprendre nos clients, créer de la valeur et concevoir des offres différenciantes.

Mission principale :

Vous transformez des données complexes (quantitatives, qualitatives, structu",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/1011804,France Travail
0991368,Business Developer Bordeaux (33) H/F,Non précisé,33 - Bordeaux,33000,CDI,Non précisé,Débutant accepté,,"Cabinet de conseil en financement public créé en , notre client est un des acteurs historiques du financement de l'innovation (Crédit Impôt Recherche, Crédit Impôt Innovation, aides Bpifrance.).
Notre client réalise la vente d'un service intellectuel chaque année auprès de plus de 800 start-ups, PME et ETI innovantes à travers toute la France dans le financement de leur activité de R&amp;D ou d'un projet de développement à l'export à travers la mise en place d'aides publiques.En tant que Busines",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/0991368,France Travail
0963467,Business Developer - Marketplace H/F,Non précisé,59 - Lesquin,59810,CDI,Non précisé,Débutant accepté,,"Être Business Developer Marketplace, c'est devenir l'architecte de notre croissance et le partenaire stratégique de l'Offre.Votre impact est au croisement de la stratégie et de l'action : vous construisez l'avenir de nos catégories en identifiant et en recrutant les marchands partenaires de confiance qui feront la différence pour nos clients.Au sein d'une aventure Marketplace en montée en puissance dans une entreprise qui met l'humain ainsi que l'expérience client au coeur de sa stratégie, votre",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0963467,France Travail
0962216,Alternance Business Developer Junior. - Montrouge (F/H) (H/F),Non précisé,92 - Montrouge,92120,CDD,Non précisé,Débutant accepté,,"Vous aurez pour missions : Prospecter le marché IT (startups, PME, grands comptes) pour détecter de nouvelles opportunités commerciales,
Identifier, qualifier et analyser les besoins clients (enjeux techniques, métiers, délais),
Rédiger des propositions commerciales personnalisées en collaboration avec les équipes techniques,
Gérer le cycle de vente complet : prospection, qualification, présentation de l'offre, négociation, closing,
Préparer des dossiers techniques et assurer la qualité des offr",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0962216,France Travail
0939115,Consultant Expérimenté - Reporting & Digital Finance Transformation (Faas) - Rouen H/F,EY,76 - Rouen,76000,CDI,Non précisé,3 An(s),,"Intégré à une équipe de plus de 50 collaborateurs, vous mettez en œuvre de façon opérationnelle vos savoir-faire et compétences en matière de gestion de projet et de mise en œuvre de Solutions Digitales Finance.
 
Vous prendrez part à des projets et missions de différentes natures autour de projet de transformation :
-    Intégration de solutions de digitalisation au sein de la Direction Finance,
-    Automatisation, sécurisation et fiabilisation des données comptables et processus clés de produ",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0939115,France Travail
0936500,Business Analyst (B.A.) Finance - Programme Odyssey F/H - Marketing (H/F),VIRBAC,06 - Carros,06510,CDI,Non précisé,5 An(s),,"Descriptif du poste:

 

Le Programme Odyssey : Un pilier de notre transformation Odyssey est l'un des principaux programmes de transformation digitale de Virbac. Ce programme a pour ambition de déployer des processus robustes et harmonisés à travers le monde, en s'appuyant sur un Core Model technologique puissant : l'ERP Infor M3 et l'outil collaboratif achats ePIMS (Synertrade). Odyssey a pour vocation d'être implémenté dans les principales filiales du Groupe sur tous les continents.


Vos mis",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/0936500,France Travail
0897450,Business Analyst F/H - Marketing (H/F),MICHAEL PAGE INTERNATIONAL FRANCE,18 - Bourges,18000,CDI,Non précisé,5 An(s),,"Descriptif du poste:

 

En tant que Business Analyst, en CDI, vous rejoindrez une équipe de 10 personnes. L'équipe fait partie d'un service dédié aux projets fonctionnels du système d'information et contribue à la qualité, la cohérence et l'évolution des solutions déployées auprès des métiers.Vos missions seront les suivantes :
 
* Analyser les besoins métiers 
* Animer les ateliers permettant de collecter, structurer et prioriser les besoins
* Participer au cadrage fonctionnel des évolutions e",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/0897450,France Travail
0833745,Business Analyst H/F,Non précisé,33 - Mérignac,33700,CDD,Annuel de 40000.0 Euros à 45000.0 Euros,7 An(s),,"Rejoignez la Direction Individuelles de GGVIE dans le cadre du projet stratégique ""?Pwie?"", visant à construire le poste de travail nouvelle génération pour les gestionnaires et les équipes Relation Client.
Pour accompagner les phases amont du projet, le service Poste de travail du gestionnaire & Flux recherche un(e) Business Analyst en CDD (5mois), chargé(e) de structurer, formaliser et sécuriser les besoins avant leur transmission aux équipes Produit et Delivery.

Vos missions :
En tant que Bu",2026-03-27,https://candidat.francetravail.fr/offres/recherche/detail/0833745,France Travail
0808197,Alternance Business Developer Life Sciences - Levallois-Perret (F/H) (H/F),Non précisé,92 - Levallois-Perret,92300,CDD,Non précisé,Débutant accepté,,"Rattaché(e) directement au Directeur Associé, tu seras un acteur clé du développement de notre activité Life Sciences :1. Développement commercial - Ton terrain de jeu
Identifier et prospecter de nouveaux clients dans l'écosystème santé : laboratoires pharmaceutiques, biotechs, medtechs, CRO, hôpitauxDéployer la stratégie : LinkedIn, phoning, networking, salons professionnels
Développer et fidéliser un portefeuille clients à forte valeur ajoutée
Détecter des opportunités sur des besoins Life Sci",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/0808197,France Travail
0722235,Développeur Bi (H/F),Non précisé,92 - Hauts-de-Seine,,CDI,Non précisé,Débutant accepté,,"Description du poste :
En tant qu'organisateur de forums de recrutement, Talents Handicap accompagne de très nombreuses entreprises & organisations en France dans leurs recrutements de collaborateurs en situation de handicap. Participant actuellement à l'un de nos forums.
L'entreprise Sopra Steria recherche actuellement des profils :
Description de l'entreprise
Sopra Steria, acteur majeur de la Tech en Europe, avec 51000 collaborateurs dans près de 30 pays, est reconnu pour ses activités de cons",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/0722235,France Travail
0718440,Alternance - Master 2 - Analyste Stratégie Et Business Model F/H (H/F),Non précisé,75 - Paris,,CDD,Non précisé,Débutant accepté,,"Date de début: 1 septembre Rythme : Présence hebdomadaire en entreprise  Exprimez votre potentiel au sein d'un groupe engagé pour un avenir durable. Chez EDF, chaque énergie compte. En rejoignant notre entreprise, vous intégrez un collectif où chacun peut apprendre, contribuer et grandirVotre environnement: Au sein de la Direction Stratégie et Développement, département Développement Marché de Masse vous rejoignez une équipe engagée et solidaire. Une tutrice ou un tuteur vous accompagnera tout a",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/0718440,France Travail
0714482,Alternance Business Developer Septembre 2026 - Lyon (F/H) (H/F),Non précisé,69 - Lyon,,CDD,Non précisé,Débutant accepté,,"Missions: Prospection commerciale : Développer un portefeuille en identifiant de nouveaux prospects et en obtenant des rendez-vous qualifiés auprès de hauts décideurs (Directions Générales, Financières, RHQualification des cibles : Contribuer à l'enrichissement et à la mise à jour du CRM (Salesforce), en identifiant les bons interlocuteurs et en qualifiant leurs besoins. 
Multicanal : Utilisation de l'ensemble des canaux à votre disposition (cold calling, réseaux sociaux, mailingOrganisation des",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/0714482,France Travail
0712235,Alternance Business Developer B2B - Montgeron (F/H) (H/F),Non précisé,91 - Montgeron,91230,CDD,Non précisé,Débutant accepté,,"Prospection & développement commercial
Identifier et contacter de nouveaux professionnels de santé (gynécologues, sages femmes, kinés.)
Prospecter via LinkedIn, email et téléphone
Qualifier les prospects et générer des rendez-vous commerciaux (CRM)
Growth & acquisition
Participer à la mise en place de stratégies de prospection
Identifier de nouveaux partenariats
Contribuer au développement du marché français et européen
Visibilité & marketing
Participer à la création de contenus (LinkedIn, newsl",2026-03-25,https://candidat.francetravail.fr/offres/recherche/detail/0712235,France Travail
0652883,"Business Analyst Juridique - F/H - Droit, Fiscalité (H/F)",Fiducial,69 - Lyon 9e Arrondissement,69009,CDI,Non précisé,3 An(s),,"Descriptif du poste:


Rattaché au Product Manager, dans une équipe de 8 personnes, vos missions sont les suivantes :
- Analyser les besoins métiers des études notariales et les traduire en spécifications fonctionnelles pour les équipes de développement.
- Participer à la conception et à l'évolution des solutions logicielles dédiées aux notaires.
- Assurer la liaison entre les utilisateurs (notaires, clercs) et les équipes techniques.
- Contribuer à la documentation et à la formation interne.
Vo",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/0652883,France Travail
0572473,Business Process Owner Production (F/H) (H/F),Agrial,44 - Nantes,44000,CDI,Non précisé,1 An(s),,"Business Process Owner Production (F/H) 

 

 

Vivez une expérience humaine passionnante

Participez à la transformation digitale de notre entreprise ! Devenez Business Process Owner (référent métier production) et contribuez à la convergence de nos ERP. Cette mission vous permettra de vos compétences en gestion de processus, conduite du changement et pilotage de projets transverses, tout en renforçant votre vision globale et votre influence au sein de l'entreprise.

Vos missions principales

D",2026-03-21,https://candidat.francetravail.fr/offres/recherche/detail/0572473,France Travail
0494392,Développeur Bi (H/F),Non précisé,64 - Hasparren,64240,Mission intérimaire,Non précisé,1 An(s),,"Description du poste :
Vous serez responsable de la conception et de la gestion de solutions de bases de données afin d'optimiser le traitement des informations au sein de l'organisation.
- Analyser et comprendre les besoins métier pour développer des solutions SQL adaptées.
- Concevoir, développer et maintenir des bases de données performantes.
- Élaborer des rapportages et tableaux de bord pour une prise de décision éclairée.
- Collaborer étroitement avec les équipes techniques et fonctionnell",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0494392,France Travail
0483872,Hr Business Partner (H/F),Non précisé,France,,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0483872,France Travail
0483832,Business  Process  Owner Maintenance Repair Overhaul F/H,Non précisé,31 - Toulouse,31000,CDI,Non précisé,Expérience exigée,,"<p>Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 100 000 collaborateurs pour un chiffre d'affaires de 27,3 milliards d'euros en 2024, et occupe, seul ou",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0483832,France Travail
0477035,Business Analyste Expérimenté/E - Aeroline - Aix-En-Provence H/F,Non précisé,13 - Aix-en-Provence,13080,CDI,Non précisé,5 An(s),,"Rejoignez les équipes de Sopra Steria, au cœur du vertical Aeroline, et contribuez au développement d'applications critiques pour nos clients, acteurs majeurs de l'aéronautique et de la défense.Intégré(e) dans une équipe projet multidisciplinaire de 5 à 10 personnes, vous évoluez dans un environnement technique exigeant où les enjeux de sûreté, de performance et de fiabilité sont essentiels.&lt;br /&gt;Sous la responsabilité d'un chef de projet, vous participez à la conception, l'évolution et la",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/0477035,France Travail
0438025,Business Analyst Amoa F/H - Marketing (H/F),HAYS France,26 - Valence,26000,CDI,Non précisé,1 An(s),,"Descriptif du poste:

Vos missionsEn lien avec les équipes métier, produit et technique, vous intervenez notamment sur :
* La collecte, analyse et formalisation des besoins fonctionnels
* La rédaction de spécifications fonctionnelles détaillées (SFD) et de documents de cadrage.
* La participation aux ateliers métiers, challenge des besoins, restitution et validation.
* L'accompagnement des équipes techniques lors de la phase de développement.
* La contribution aux scénarios de tests fonctionnels",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/0438025,France Travail
0437739,Business Analyst Monétique F/H - Marketing (H/F),HAYS France,26 - Valence,26000,CDI,Non précisé,1 An(s),,"Descriptif du poste:

Vos missions :En interface avec les équipes produit, techniques et opérationnelles, vous intervenez sur :
* L'analyse et la formalisation des besoins fonctionnels liés aux parcours de paiement (open payment, EMV, NFC, cartes bancaires sans contact).
* La rédaction de spécifications fonctionnelles détaillées, exigences techniques et documentation projet.
* La participation aux ateliers avec les différentes parties prenantes (bureaux d'études, équipes techniques, partenaires ",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/0437739,France Travail
