id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,description,date_publication,url,source
205SMDW,Data Engineer Senior (H/F),INFORMATIS TECHNOLOGY SYSTM,75 - Paris,,CDI,Annuel de 50000.0 Euros à 60000.0 Euros sur 12.0 mois,5 An(s),"Analyser, exploiter, structurer des données","Dans le cadre du développement d'une plateforme data orientée IoT industriel, notre client recherche un Data Engineer Senior pour concevoir et faire évoluer des pipelines de données à forte volumétrie, en environnement cloud AWS.

Vous interviendrez sur des architectures modernes combinant temps réel, batch et analytics avancé, avec une forte exigence en performance, scalabilité et qualité des données.

Vos missions
Data Engineering & pipelines
- Concevoir et maintenir des pipelines de données e",2026-03-20,https://candidat.francetravail.fr/offres/recherche/detail/205SMDW,France Travail
205RFJZ,Senior Data Engineer (H/F),DEVOTEAM GROUP,59 - LILLE,59000,CDI,Non précisé,5 An(s),"Programmation en Python, Analyser, exploiter, structurer des données, Accompagner l'appropriation d'un outil par ses utilisateurs, Actualiser régulièrement ses connaissances, Collaborer dans un groupe pour réaliser un projet, Définir les solutions de stockage et de structuration des données, Gérer et maitriser des bases de données (SQL/NoSQL), Modéliser une base de données, Recueillir et analyser les besoins client, Utiliser l'anglais en contexte professionnel","Une agence multi spécialiste de plus de 40 collaborateurs qui forment des communautés d'experts sur le Cloud & DevOps, la data et la gestion de projet. Devoteam Lille accompagne ses clients dans une transformation digitale durable. A l'agence de Lille, les consultants peuvent intégrer nos clubs happiness Running, Gastronomie, Raquettes, Basket, Foot, ou encore gaming.

Data Driven a pour ambition d'aider ses clients à transformer la valeur de leurs données en succès durable.
Nous tirons parti à ",2026-03-19,https://candidat.francetravail.fr/offres/recherche/detail/205RFJZ,France Travail
205PNNH,Data Engineer Senior (H/F),NBTECH TOULOUSE,31 - Toulouse,31000,CDI,Annuel de 36000.0 Euros à 50000.0 Euros sur 12.0 mois,5 An(s),"Mastère spécialisé expert big data engineer, Analyser, exploiter, structurer des données","Nous recherchons un(e) Data Engineer Senior (H/F) pour rejoindre nos équipes. 

Vos missions :
- Concevoir, développer et maintenir des pipelines de données alimentant le Data Warehouse.
- Participer à la migration des infrastructures on-premise vers Google Cloud Platform (GCP).
- Développer et optimiser des requêtes SQL sous BigQuery.
- Assurer l'export et la mise à disposition des données vers les applications consommatrices (notamment pour la Data - Innovation Team).
- Garantir la qualité, la",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/205PNNH,France Travail
205KZMV,Data Engineer - Data Solutions F/H (H/F),JCDECAUX SE,92 - NEUILLY SUR SEINE,92200,CDI,Annuel de 40000.0 Euros à 60000.0 Euros sur 12.0 mois,3 An(s),"Analyser, exploiter, structurer des données","Bienvenue chez JCDecaux !  

Chez JCDecaux, nous façonnons l'avenir de la communication extérieure.  

Nous nous engageons à être le média responsable et durable qui sert la communauté, tant en ville que dans les lieux de transport et de commerce. 

Notre histoire commence en 1964 avec la création d'un nouveau modèle économique :  proposer des produits et des services utiles et durables (Abribus, Mobilier Urbain pour l'Information, Kiosques, Sanitaires à entretien automatique, Vélos en libre-ser",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205KZMV,France Travail
205JXPJ,Data Engineer Ia Copilot Studio & Automatisation Ia (H/F),BASSETTI GROUP,75 - Paris (Dept.),,CDI,Annuel de 45000.0 Euros à 65000.0 Euros sur 12.0 mois,3 An(s),"Analyser, exploiter, structurer des données","Votre rôle se décline en 4 missions.

1. Architecte d'Agents IA (Copilot Studio & RAG) : 

- Conception d'agents conversationnels évolués : Développer des copilotes capables de comprendre des contextes métiers complexes (réservations, logistique, support client).
- Maîtrise du RAG (Retrieval-Augmented Generation) : Connecter les agents aux bases de connaissances internes via Azure AI Search pour garantir des réponses précises, sourcées et sécurisées.
- Optimisation LLM : Intégrer et paramétrer l",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205JXPJ,France Travail
205HZRP,Data Engineer (H/F),OLYMPIQUE DE MARSEILLE,13 - Marseille 12e Arrondissement,13012,CDI,Annuel de 50000.0 Euros à 60000.0 Euros sur 13.0 mois,5 An(s),"Analyser, exploiter, structurer des données","Votre feuille de Match : 

Dans le cadre d'une création de poste, vous rejoignez la direction Technologie & Systèmes d'information et entrerez en jeu au poste de Data engineer.

Vos missions seront les suivantes :

o Concevoir, mettre en place et maintenir des systèmes de données résilients et sécurisés : Database, Data Warehouse, Data Lake, batch ou temps-réels, flux d'ingestion, transformation des données

o Construire et déployer les pipelines de données type ETL et ELT

o Assurer la bonne or",2026-03-12,https://candidat.francetravail.fr/offres/recherche/detail/205HZRP,France Travail
204LRTC,Expert Talend-Data Engineer (F/H) (H/F),LAITA,29 - BREST,29200,CDI,Non précisé,7 An(s),"Analyser, exploiter, structurer des données, Collaborer dans un groupe pour réaliser un projet, Rédiger des documents d'ingénierie (rédaction des spécifications fonctionnelles et livrables techniques des solutions), Utiliser l'anglais en contexte professionnel","Nous recherchons un.e Expert TALEND (F/H).
En tant qu'Expert TALEND, vous aurez la responsabilité de la plateforme d'intégration TALEND Datafabric 8 utilisée pour les échanges de données batch et temps réel (ETL, ESB, API.) du pôle LAITA.
Dans ce contexte de déploiement de la plateforme Talend Data Fabric pour l'ensemble du Groupe EVEN, vous vous inscrivez en tant que représentant du pôle LAITA et veilliez à l'alignement et la conformité des méthodes de développement au sein du pôle. Vous partic",2026-02-23,https://candidat.francetravail.fr/offres/recherche/detail/204LRTC,France Travail
203ZSRB,Data Engineer Pole Bi (H/F),OPTEVEN ASSURANCES,69 - VILLEURBANNE,69100,CDI,Annuel de 45000.0 Euros sur 12.0 mois,8 An(s),"Analyser, exploiter, structurer des données","Rattaché directement au responsable Data, Le/la Data Engineer BI accompagne les directions métiers et les différents services en fournissant des données fiables et exploitables, grâce à une vision transverse et globale des données de l'entreprise.
Le/la Data Engineer BI est responsable de la conception, du déploiement et de la maintenance des solutions de mise à disposition de données destinées aux clients et aux équipes métiers d'Opteven.
Il/elle garantit la disponibilité, la qualité et l'évolu",2026-02-13,https://candidat.francetravail.fr/offres/recherche/detail/203ZSRB,France Travail
203WVFC,Data Engineer F/H (H/F),XPEHO,59 - LILLE,59000,CDI,Annuel de 37000.0 Euros à 45000.0 Euros sur 12.0 mois,5 An(s),,"Description du poste 

Missions :

- Analyser  certains  de  ces  flux  dans  un  but  d étude,  de  PoC,  de  prototype  ou  de
- MVP, au regard des objectifs business et techniques de l entreprise ;
- Etre garant de l'accès qualitatif aux données ;
- Développer des tableaux de bord ;
- Réaliser la publication des données dans le Cloud ;
- intégrer  les  flux  de  données  venant  de  sources  externes  ou  de  dispositifs techniques 
- Définir la politique de la donnée et de son cycle de vie.
",2026-02-10,https://candidat.francetravail.fr/offres/recherche/detail/203WVFC,France Travail
206KXMQ,Ingénieur.E Data & Ia  - Accelerator (H/F),Non précisé,69 - Lyon 7e Arrondissement,69007,CDI,Non précisé,Débutant accepté,"Analyser, exploiter, structurer des données, Gérer et maitriser des bases de données (SQL/NoSQL)","Lieu : Lyon, France
Mode hybride : 2 jours hors site et 3 jours sur site

À propos du poste
En tant qu'ingénieur-e data & IA au sein de notre équipe Digital Manufacturing & Supply Accelerator, vous contribuerez à transformer la façon dont Sanofi distribue des médicaments vitaux grâce à la donnée, à l'IA et à l'innovation digitale. Ce poste constitue une excellente opportunité pour développer et renforcer votre expertise tout en participant à des projets à fort impact. Basé-e à Lyon, vous rejoind",2026-04-02,https://candidat.francetravail.fr/offres/recherche/detail/206KXMQ,France Travail
206JKNJ,Alternant Data & Processus Réglementaires Energie (H/F),PRIMEO RESEAU DE DISTRIBUTION,68 - ST LOUIS,68300,CDD,Non précisé,Débutant accepté,"Analyser, exploiter, structurer des données","Rattaché(e) au service Data, vos principales missions seront :

- Traiter et analyser des données liées à l'activité opérationnelle de distribution d'électricité (consommations, puissances, courbes de charge, index de comptage, etc.)
- Participer à la gestion, au contrôle et au retraitement des données issues des applications métiers (contrôles, corrections, complétions ponctuelles.)
- Participer à la veille réglementaire et contractuelle (contractualisation de l'accès réseau, obligation d'achat",2026-04-01,https://candidat.francetravail.fr/offres/recherche/detail/206JKNJ,France Travail
205ZYDN,Ingénieur Data F/H (H/F),NESTLE EXCELLENCE SUPPORTS FRANCE OU NES,92 - ISSY LES MOULINEAUX,92130,CDI,Annuel de 59500.0 Euros à 89300.0 Euros sur 13.0 mois,5 An(s),"Analyser, exploiter, structurer des données","EN UN COUP D'ŒIL :

CDI - Temps plein - Poste cadre
Basé à Vittel (88), France
Une expérience souhaitée de 5 ans minimum en data engineering
Anglais courant
A partir de juillet 2026
 
VOTRE MISSION, SI VOUS L'ACCEPTEZ :

Franck recherche son Data Engineer pour renforcer ses équipes R&D Engineering au PTC. Vous concevrez, développerez et maintiendrez des pipelines de données, conformément aux standards IT globaux, pour soutenir l'intégration des outils numériques depuis la phase de concept jusqu'",2026-03-26,https://candidat.francetravail.fr/offres/recherche/detail/205ZYDN,France Travail
205TKDP,Ingénieur Data / Etl (H/F),ROSARA,21 - DIJON,21000,CDI,Annuel de 34000.0 Euros à 44000.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","ROSARA est un cabinet de conseil en ressources humaines qui accompagne les entreprises dans leurs recrutements stratégiques. Nous sommes mandatés par notre client, une entreprise innovante dans le secteur de l'IT spécialisé dans l'environnement, pour dénicher leur futur talent.

Notre client est leader sur son marché, avec une équipe de 50 personnes et une dynamique de croissance. Il se distingue par une excellente ambiance de travail, un cadre de travail agréable et des valeurs humaines fortes.",2026-03-20,https://candidat.francetravail.fr/offres/recherche/detail/205TKDP,France Travail
205KFHH,Ingenieur Data (H/F),PROJEX,59 - Villeneuve-d'Ascq,59491,CDI,Annuel de 35000.0 Euros à 45000.0 Euros sur 12.0 mois,5 An(s),,"Vous êtes passionné(e) par les données et leur structuration ? Vous aimez transformer les besoins métiers en solutions concrètes ? Rejoignez la Direction des Systèmes d'Information du Groupe PROJEX, au sein du service Études et Développement, pour contribuer à un projet stratégique de transformation digitale.

Dans le cadre du renforcement de notre équipe, nous recherchons un(e) Ingénieur(e) Data pour accompagner la mise en place d'une plateforme data basée sur Microsoft Fabric (OneLake) et opti",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205KFHH,France Travail
203RFTJ,Chef De Projets Transverses - Data Management (H/F),SOCOMEC,67 - BENFELD,67230,CDI,Non précisé,3 An(s),"Analyser, exploiter, structurer des données","Au cœur de l'organisation, vous rejoignez l'équipe en charge du Data Management au sein du groupe et participez à la structuration d'une gouvernance et d'outils au service de la performance. Vous œuvrez à améliorer la qualité, la cohérence et la maîtrise des données essentielles à nos processus.
Vous êtes responsable du déploiement opérationnel des pratiques de Data Management et veillez à leur bonne application au quotidien.

Responsabilités
- Mettre en place les dispositifs de gouvernance Data",2026-02-05,https://candidat.francetravail.fr/offres/recherche/detail/203RFTJ,France Travail
206HDLK,Data Manager (F/H),RANDSTAD,06 - Carros,06510,Mission intérimaire,Mensuel de 2300.0 Euros sur 12.0 mois,Débutant accepté,,"Votre Mission : Devenir le garant de la donnée client
Au sein de l'équipe Lead Management, votre rôle est essentiel pour la performance commerciale. Vous veillez à ce que l'information soit juste, exploitable et de qualité.

Vos activités principales :

Fiabilisation : Nettoyer et mettre à jour les bases de données (CRM, portail My GRIESSER).

Saisie & Gestion : Enregistrer les nouvelles données avec précision et suivre votre avancement.

Relationnel : Passer et recevoir des appels pour vérifier",2026-03-31,https://candidat.francetravail.fr/offres/recherche/detail/206HDLK,France Travail
205WRWD,Alternance - Data Management (H/F),COMPAGNIE DE SAINT-GOBAIN,92 - Nanterre,92000,CDD,Mensuel de 1281.2 Euros à 2100.33 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données","Pourquoi a-t-on besoin de vous?
Vos missions :

Sous la responsabilité de votre tuteur, vous aurez pour mission de :

Mettre en place l'entretien de l'outil de Gestion des Données de Cloud Services: accréditations, paramétrage, tableaux de bord, contrôle de la mise à jour des rapports, gestion de l'obsolescence,
Faciliter l'adoption de l'outil par les utilisateurs en proposant des tutoriels, fiches utilisateur, ou des animations auprès de la communauté Cloud Services.
Accompagner les managers Cl",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205WRWD,France Travail
205TYQB,Consultant Semarchy Xdi - Lyon (H/F),NEXT DECISION,69 - Lyon 2e Arrondissement,69002,CDI,Non précisé,3 An(s),"Analyser, exploiter, structurer des données","Entre bouchons lyonnais et projets data, on cultive le goût du travail bien fait !

Bienvenue à Lyon, capitale mondiale de la gastronomie (et de l'expertise data, mais ça, c'est moins connu). Ici, chez Next Decision, la fusion entre convivialité, excellence technique et vie d'agence épicurienne atteint des sommets.
Installée quai Jean Moulin, notre agence trône dans un bâtiment classé, avec, en bonus, un accès au métro ultra-facile.
Une équipe en pleine effervescence

L'agence compte aujourd'hui",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205TYQB,France Travail
205NNYX,Assistant Développeur & Data - / Alternance (H/F),UNI-TRANS,75 - PARIS,75008,CDI,Mensuel de 1400.0 Euros sur 12.0 mois,Débutant accepté,"Anglais technique, Analyser, exploiter, structurer des données, Utiliser l'anglais en contexte professionnel","Assistant Développeur & Data - Stage / Alternance
Profil :
Étudiant en Licence 3 Informatique  souhaitant se spécialiser dans la data, les systèmes distribués et le développement d'applications. 
Solides compétences en programmation, bases de données et environnement Linux.

Missions principales
-  Développement et amélioration d'applications internes de l'entreprise.
-  Création et gestion de bases de données SQL.
-  Déploiement et gestion d'applications avec Docker et conteneurisation.
-  Anal",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/205NNYX,France Travail
205MQJN,Ingénieur Data Pipeline H/F,LDC SERVICES,72 - Sablé-sur-Sarthe,72300,CDI,Non précisé,5 An(s),,"Le Groupe LDC est une entreprise française spécialisée dans l'industrie agroalimentaire et plus précisément dans la transformation et la commercialisation de volailles ainsi que dans l'élaboration de plats à base de viande. Le groupe est historiquement basé à Sablé sur Sarthe et a été créé en 1968. Il compte 102 sites, 17 plateformes et plus de 26 000 collaborateurs y travaillent.
Ce groupe familial est considéré comme un des leaders européens sur son marché puisqu'il possède notamment les marqu",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MQJN,France Travail
205LZLG,Développeur Big Data (H/F),CMRD CONSEIL,75 - PARIS,75013,CDI,Mensuel de 3000.0 Euros sur 12.0 mois,Débutant accepté,"Analyser, exploiter, structurer des données, Gérer et maitriser des bases de données (SQL/NoSQL), Modéliser une base de données","CMRD Conseil accompagne ses clients dans la mise en œuvre des projets It et digitaux.

Dans le cadre de notre croissance, nous recherchons un Développeur/Développeuse Big Data passionnée par la donnée et les architectures distribuées.

Vos missions

-Concevoir et développer des pipelines de données Big Data
-Collecter, transformer et stocker des volumes massifs de données
-Développer des applications pour le compte de l'entrprise
-Assurer la qualité, la sécurité et la performance des données
-Fo",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205LZLG,France Travail
205GKZG,Architecte Expert Data Plm (H/F),PB SOLUTIONS,92 - ST CLOUD,92210,CDI,Annuel de 45000.0 Euros à 65000.0 Euros sur 12.0 mois,10 An(s),"Data engineer, Analyser, exploiter, structurer des données","PB Solutions recherche pour son client industriel fabriquant de Simulateurs de Vol, un Architecte Data expert capable d'analyser et d'optimiser les processus et flux de données dans le développement des systèmes mécanique et électrique pour une mission d'audit d'optimisation et de choix de PLM 

Le poste est basé à Saint Cloud - 92

 Missions : 
La mission vise à structurer les dossiers techniques produits, améliorer la réutilisation des conceptions et accompagner la mise en place d'outils de ge",2026-03-11,https://candidat.francetravail.fr/offres/recherche/detail/205GKZG,France Travail
204QDGQ,Expert Data (H/F),LECASUD,83 - LE LUC,83340,CDI,Annuel de 42000.00 Euros à 46000.00 Euros sur 12 mois,3 An(s),"Maîtrise d'un outil de gestion de flux (Kafka, Flink…), Analyser, exploiter, structurer des données","LECASUD recrute un(e) expert(e) DATA 
Missions principales
Au sein de la DSI, vous serez en charge de :

Conception et développement d'outils de contrôle de données :

Mettre en place des solutions pour garantir la cohérence des données entre les logiciels.
Automatiser les processus métiers pour améliorer l'efficacité opérationnelle.
Collaboration avec les équipes métiers :

Participer à la définition des besoins, au développement, au déploiement et au support des outils.
Rédiger les cahiers des",2026-02-26,https://candidat.francetravail.fr/offres/recherche/detail/204QDGQ,France Travail
204DTZQ,Architecte Logiciel Data (H/F),PB SOLUTIONS,78 - Élancourt,78990,CDI,Mensuel de 55000.0 Euros à 65000.0 Euros sur 12.0 mois,5 An(s),"Analyser, exploiter, structurer des données","PB Solutions recherche pour son client, un industriel majeur du secteur Défense et Aérospatial, situé à Élancourt (78), un Architecte Logiciel Data 

MISSIONS :
En tant qu'Architecte Data, vous intervenez sur la définition et la mise en oeuvre d'une architecture data multi-domaines.
Principales missions :
- Définir et structurer l'architecture Data cible à l'échelle multi-domaine
- Mettre en place les principes du Data Mesh (Data Products, gouvernance fédérée, responsabilités par domaine)
- Défi",2026-02-17,https://candidat.francetravail.fr/offres/recherche/detail/204DTZQ,France Travail
204BLBX,Ingénieur Data (H/F), LEPTIS CONSULTING,69 - LYON 03,69003,CDI,Non précisé,1 An(s),"Data engineer, Animer une démarche agile et innovante, Analyser, exploiter, structurer des données","L'ESN LEPTIS Consulting propose ses services et conseils afin d'optimiser les systèmes d'informations de ses clients et plus particulièrement avec les nouvelles technologies et l'Intelligence Artificielle.
Notre démarche est articulée sur l'innovation en lien avec l'IA.
Nous intervenons sur différents secteurs  : Innovation et Mobile - Finance et E-commerce - Assurance et Santé - Industrie et Service Public.

Nous recherchons un Ingénieur Data (H/F) pour rejoindre nos équipes :
Collecte et analy",2026-02-13,https://candidat.francetravail.fr/offres/recherche/detail/204BLBX,France Travail
205XSGS,Dba Db2 Z/Os (H/F),INFORMATIS TECHNOLOGY SYSTM,75 - PARIS,75005,CDI,Annuel de 45000.0 Euros à 60000.0 Euros sur 12.0 mois,5 An(s),"Analyser, exploiter, structurer des données","Dans le cadre du maintien et de l'évolution de ses environnements critiques, un grand groupe recherche un DBA DB2 z/OS pour renforcer ses équipes d'exploitation et d'administration des bases de données.
Vous interviendrez sur des infrastructures mainframe stratégiques, avec des enjeux forts de disponibilité, performance et sécurité.
________________________________________
Vos missions
Administration & exploitation
- Administrer et maintenir les environnements IBM DB2 (z/OS)
- Réaliser les opéra",2026-03-24,https://candidat.francetravail.fr/offres/recherche/detail/205XSGS,France Travail
205VMPQ,Consultant Support Tableau (H/F),MYRIAD,92 - NEUILLY SUR SEINE,92200,CDI,Annuel de 50000.0 Euros à 58000.0 Euros sur 12.0 mois,3 An(s),"Analyser, exploiter, structurer des données","Description du poste
Au sein du Département DATA de notre client, Leader de la transformation énergétique,, vous intégrez le domaine « Reporting et Exploration de la donnée ». Votre mission principale consiste à accompagner le déploiement des solutions de Data Visualisation Tableau en mode « self-service ».

Véritable pivot entre la technique et les métiers, vous assurez le maintien en conditions opérationnelles (MCO) des outils, développez des tableaux de bord et formez les utilisateurs pour fa",2026-03-23,https://candidat.francetravail.fr/offres/recherche/detail/205VMPQ,France Travail
205QRTD,Developpeur Pl/Sql (H/F),E-QUADRA,75 - PARIS 07,75007,CDI,Annuel de 45000.0 Euros à 50000.0 Euros sur 12.0 mois,5 An(s),"Anglais technique, Analyser, exploiter, structurer des données, Utiliser l'anglais en contexte professionnel","Nous recrutons pour le compte d'un acteur majeur français du secteur de l'édition, reconnu pour la qualité de ses publications et la diversité de ses activités. Le groupe rassemble environ 2000 collaborateurs, dont près de 500 personnes au sein de la division concernée par ce poste.
Dans ce contexte, vous intégrerez une équipe à taille humaine composée de 5 personnes, travaillant sur des applications internes essentielles au fonctionnement des métiers de l'édition. Vous serez directement rattach",2026-03-18,https://candidat.francetravail.fr/offres/recherche/detail/205QRTD,France Travail
205PFXM,Développeur Databricks Confirmé F/H,Non précisé,69 - LYON 02,69002,CDI,Non précisé,3 An(s),"Analyser, exploiter, structurer des données, Databricks , Power Bi","Dans le cadre de la mise en place d'un nouvel environnement Data sur la plateforme Databricks pour un grand acteur du secteur de l'énergie, nous recherchons un Développeur Databricks confirmé pour intervenir sur la construction et l'optimisation d'une plateforme de traitement de données à grande échelle.

Vos missions

Participer à la mise en place et à la structuration d'un nouvel environnement Databricks.

Concevoir et optimiser les flux de données entrants.

Travailler sur la gestion et l'ing",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/205PFXM,France Travail
205PBYR,Développeur Cobol / As400 Natif (H/F),ABIL RESSOURCES,92 - COURBEVOIE,92400,CDI,Annuel de 50000.0 Euros à 60000.0 Euros sur 12.0 mois,5 An(s),"Analyser, exploiter, structurer des données, As400 Natif, COBOL","Nous recherchons pour l'un de nos clients, une société dans le secteur Assurance, un Développeur Senior Cobold/AS400 H/F pour un poste en CDI à Courbevoie (92).

Au sein d'un service Études et Développement, le Développeur Senior aura pour principales missions :

Définition et analyse des besoins avec les utilisateurs
Gestion des demandes dans le cadre de la maintenance et des projets
Conception et développement sur AS400 natif
Rédaction des spécifications techniques et dossiers d'exploitation
R",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/205PBYR,France Travail
205NMPQ,Développeur .Net Angular Gbs (H/F),SOCIETE GESER BEST,59 - DUNKERQUE,59140,CDI,Annuel de 38000.0 Euros à 45000.0 Euros sur 12.0 mois,5 An(s),"Analyser, exploiter, structurer des données","Notre agence GESER-BEST Lille recherche un.e Développeur.se .Net Angular H/F pour intervenir sur Dunkerque.

Missions
- Développement back ( C# .Net) et front (Angular) des applications,
- Documentation technique du code produit,
- Mise en place des pipelines de CI/CD via Azure,
- Réalisation des Essais.


Compétences requises
- Expérience minimum de 5 ans sur un sujet similaire
- Expérience dans un cadre industriel
- Connaissance C++
- Langues : Anglais


Nos avantages
- Gestion à taille humain",2026-03-17,https://candidat.francetravail.fr/offres/recherche/detail/205NMPQ,France Travail
205MJVX,Consultant/E En Gouvernance Des Données F/H (H/F),DATAGALAXY,Auvergne-Rhône-Alpes,,CDI,Annuel de 60000.0 Euros à 70000.0 Euros sur 12.0 mois,5 An(s),"Anglais technique, Mastère spécialisé expert big data engineer, Accompagner l'appropriation d'un outil par ses utilisateurs, Analyser, exploiter, structurer des données, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Définir les solutions de stockage et de structuration des données, Gérer et maitriser des bases de données (SQL/NoSQL), Mettre en place des solutions d'amélioration de la performance, Mobiliser une vision stratégique et d'anticipation, Piloter le déploiement de solutions innovantes, Piloter le déploiement et l'intégration d'outils d'optimisation au sein des processus métiers, Recueillir et analyser les besoins client, Utiliser l'anglais en contexte professionnel","Le poste de Consultant/e en Gouvernance des données F/H chez DataGalaxy implique la gestion proactive des relations avec les clients, afin de garantir leur satisfaction et leur succès continu. En tant que consultant/e en gouvernance des données, vous travaillerez en étroite collaboration avec les clients afin de comprendre leurs besoins, de résoudre leurs problèmes et de maximiser la valeur tirée de DataGalaxy en leur fournissant des conseils.

Mission :
- Gérer un portefeuille de clients en col",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MJVX,France Travail
205MHMG,Consultant/E En Gouvernance Des Données F/H (H/F),DATA GALAXY,75 - Paris (Dept.),,CDI,Annuel de 60000.0 Euros à 70000.0 Euros sur 12.0 mois,5 An(s),"Anglais technique, Mastère spécialisé expert big data engineer, Analyser, exploiter, structurer des données, Accompagner l'appropriation d'un outil par ses utilisateurs, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Définir les solutions de stockage et de structuration des données, Gérer et maitriser des bases de données (SQL/NoSQL), Mettre en place des solutions d'amélioration de la performance, Mobiliser une vision stratégique et d'anticipation, Piloter le déploiement de solutions innovantes, Piloter le déploiement et l'intégration d'outils d'optimisation au sein des processus métiers, Recueillir et analyser les besoins client, Utiliser l'anglais en contexte professionnel","Le poste de Consultant/e en Gouvernance des données F/H chez DataGalaxy implique la gestion proactive des relations avec les clients, afin de garantir leur satisfaction et leur succès continu. En tant que consultant/e en gouvernance des données, vous travaillerez en étroite collaboration avec les clients afin de comprendre leurs besoins, de résoudre leurs problèmes et de maximiser la valeur tirée de DataGalaxy en leur fournissant des conseils.

Mission :
- Gérer un portefeuille de clients en col",2026-03-16,https://candidat.francetravail.fr/offres/recherche/detail/205MHMG,France Travail
205KVSC,Bi Developer (H/F),POUJOULAT,79 - GRANZAY-GRIPT,79360,CDI,Non précisé,1 An(s),"Analyser, exploiter, structurer des données","Qui êtes-vous ?

Curieux(se) et organisé(e), vous aimez comprendre les besoins métiers et transformer la donnée en outils d'aide à la décision.
Vous êtes à l'écoute et vous appréciez travailler en équipe.
Autonome et force de proposition, vous savez structurer vos analyses et apporter des solutions pragmatiques.
Vous maîtrisez les concepts de la gestion de bases de données et les outils de Business Intelligence.
Vous avez une appétence technique et êtes à l'aise avec des technologies telles que ",2026-03-13,https://candidat.francetravail.fr/offres/recherche/detail/205KVSC,France Travail
205BSNT,Développeur Odoo / Python H/F (H/F),PESAGE MB,30 - SAINT-HILAIRE-DE-BRETHMAS,30560,CDI,Mensuel de 2500.0 Euros à 3500.0 Euros sur 12.0 mois,2 An(s),"Anglais technique, Analyser, exploiter, structurer des données, Utiliser l'anglais en contexte professionnel","Société de e-commerce spécialisée dans le C.H.R. (café, hôtellerie, restauration), nous recherchons un(e) Développeur Odoo / Python afin de renforcer notre équipe informatique et accompagner l'évolution de nos outils internes.

Rattaché(e) au responsable informatique, vous intervenez sur le développement, l'amélioration et la maintenance de nos applications métiers, avec une forte dominante autour de l'ERP Odoo et des traitements de données.

Vos missions principales :

Développer, maintenir et ",2026-03-07,https://candidat.francetravail.fr/offres/recherche/detail/205BSNT,France Travail
202PBTC,Responsable Cad Cam - Outils De Conception (H/F),SOCOMEC,67 - BENFELD,67230,CDI,Non précisé,8 An(s),"Anglais technique, Accompagner l'appropriation d'un outil par ses utilisateurs, Actualiser régulièrement ses connaissances, Animer une démarche agile et innovante, Apporter une assistance technique aux équipes, Collaborer dans un groupe pour réaliser un projet, Convaincre en argumentant avec un ou plusieurs interlocuteurs, Définir les solutions de stockage et de structuration des données, Expliquer et faire respecter les règles et procédures, Mettre en place des solutions d'amélioration de la performance, Mobiliser une vision stratégique et d'anticipation, Paramétrer un logiciel métier et l'interfacer à d'autres applicatifs, Piloter des opérations de tests informatiques, Piloter le déploiement et l'intégration d'outils d'optimisation au sein des processus métiers, Proposer des pistes d'amélioration des solutions, Recueillir et analyser les besoins client, Rédiger des documents d'ingénierie (rédaction des spécifications fonctionnelles et livrables techniques des solutions), Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...), Superviser, coordonner les réalisations ou développements informatiques (collaborateurs, sous-traitants), Utiliser l'anglais en contexte professionnel","Au sein de la direction stratégique et en lien avec la DSI, vous définissez et déployez la politique CAD-CAM pour soutenir la croissance internationale. Sous le management du directeur R&D Groupe, vous garantissez la performance des outils, leur évolution et leur adéquation avec les besoins métiers.

 

Responsabilités

Établir les roadmaps CAD-CAM avec les équipes de développement et piloter les projets de transformation digitale.
Assurer une veille technologique et proposer des améliorations c",2026-01-13,https://candidat.francetravail.fr/offres/recherche/detail/202PBTC,France Travail
206DVGB,Scientifique Des Données (H/F),SCHAEFFLER FRANCE,31 - BOUSSENS,31360,CDI,Non précisé,Débutant accepté,"Analyser, exploiter, structurer des données","Missions principales :
- Mettre en place et piloter des solutions digitales, analytiques et IA sur le site de production : automatisation avancée, data analytics, machine learning, LLM (Large Language Models).
- Être le référent data : analyser les données issues de la production, identifier des axes d'amélioration, développer des dashboards et modèles prédictifs (OEE, qualité, maintenance prédictive, etc.).
- Concevoir et administrer des solutions cloud (Azure, AWS, autres) et déployer des proj",2026-03-30,https://candidat.francetravail.fr/offres/recherche/detail/206DVGB,France Travail
