id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,competences_extraites,description,date_publication,url,source
assistenz-iv-personalwesen-hamburg-52199,Assistenz (M/W/Div.) Personalwesen,Elbphilharmonie und Laeiszhalle Betriebsgesellschaft mbH,Hamburg,,CDI,Non précisé,Non précisé,HR,HR,"<p>Die Elbphilharmonie und Laeiszhalle Betriebsgesellschaft mbH sucht zum nächstmöglichen Zeitpunkt eine</p>
<p><strong>Assistenz (m/w/div.) Personalwesen</strong></p>
<p>in Teilzeit (25 Wochenstunden auf 5 Tage verteilt).</p>
<p>Als Assistenz Personalwesen unterstützt du das Team der Personalabteilung bei der Erledigung ihrer vielfältigen Aufgaben.</p>
<h2>Aufgaben</h2>
<p><strong>Zu deinem Verantwortungsbereich gehört unter anderem:</strong></p>
<ul>
<li>
<p>die Verwaltung der Bewerbungsverfah",1777465839,https://www.arbeitnow.com/jobs/companies/elbphilharmonie-und-laeiszhalle-betriebsgesellschaft-mbh/assistenz-iv-personalwesen-hamburg-52199,Arbeitnow
ai-data-engineer-dingolfing-447377,Ai & Data Engineer,Agentur Philipp GmbH,Dingolfing,,CDI,Non précisé,Non précisé,IT,IT,"<p>Die <strong>AGENTUR</strong> <strong>PHILIPP GmbH</strong> ist eine mehrfach ausgezeichnete Digital-, AI- und Design-Agentur. Wir entwickeln innovative KI-gestützte Lösungen für große Unternehmen, den Mittelstand und Startups. Unser Fokus liegt auf modernsten Technologien wie Large Language Models, Chatbots, Voicebots, Computer Vision und humanoiden Robotern.</p>
<h2>Aufgaben</h2>
<ul>
<li>Entwicklung und Integration von LLM-basierten Systemen — von der Datenpipeline bis zum produktiven Einsa",1777464045,https://www.arbeitnow.com/jobs/companies/agentur-philipp-gmbh/ai-data-engineer-dingolfing-447377,Arbeitnow
it-systemadministrator-berlin-344250,It-Systemadministrator (M/W/D),Dataciders GmbH,Berlin,,CDI,Non précisé,Non précisé,System and Network Administration,System and Network Administration,"<p>Dataciders GmbH, ein führender Dienstleister in der DACH-Region im Bereich IT-Dienstleistungen und IT-Beratung, sucht einen engagierten IT-Systemadministrator (m/w/d), um unser Team zu verstärken.</p>
<p>Mit einem Mitarbeiterstamm von fast 1000 Personen bieten wir eine dynamische Arbeitsumgebung, in der Innovation und Fachwissen im Mittelpunkt stehen. In Deiner Rolle wirst Du eine Schlüsselposition bei der Verwaltung und Optimierung unserer IT-Infrastruktur einnehmen, um unsere Vision zu unte",1777464045,https://www.arbeitnow.com/jobs/companies/dataciders-gmbh/it-systemadministrator-berlin-344250,Arbeitnow
performance-marketing-managerin-seo-sea-social-jakobsdorf-327856,"Performance Marketing Manager*In (Seo, Sea & Social)",Tom Phillip Zenker Digital Marketing Agentur GmbH,Jakobsdorf,,Remote,Non précisé,Non précisé,"Remote, Marketing Manager","Remote, Marketing Manager","<p>Wir suchen zum nächstmöglichen Zeitpunkt Unterstützung für unser Google- und Social-Media-Team.</p>
<p>Als Digital Marketing Agentur steigern wir die Sichtbarkeit unserer Kund*innen und übernehmen nicht nur die Beratung, sondern den gesamten Produktionsprozess - von der Strategie bis zur Umsetzung.</p>
<p>Dabei setzen wir bewusst auf <strong>langfristige Kundenbeziehungen und feste Teams</strong>, um planbar und ohne marktüblichen Stress arbeiten zu können. Durch digitale Zeiterfassung und tr",1777464045,https://www.arbeitnow.com/jobs/companies/tom-phillip-zenker-digital-marketing-agentur-gmbh/performance-marketing-managerin-seo-sea-social-jakobsdorf-327856,Arbeitnow
mitarbeiter-lohn-und-personalabteilung-teilzeit-radebeul-245678,Mitarbeiter (M/W/D) Lohn- Und Personalabteilung | Teilzeit,gourmetta Radebeul,Radebeul,,CDI,Non précisé,Non précisé,Recruitment and Selection,Recruitment and Selection,"<p>Bist du bereit für eine neue Herausforderung?</p>
<p>Gourmetta Radebeul ist ein dynamisches und erfolgreiches Unternehmen in der Systemgastronomie-Branche mit rund 400 Mitarbeitenden. Wir betreiben Betriebsrestaurants, Schulen &#x26; Kindergärten und liefern Menüs an Unternehmen und Senioren.</p>
<p>Zur Verstärkung unserer Personal- und Lohnbuchhaltungsabteilung suchen wir ab sofort einen engagierten Mitarbeiter oder eine engagierte Mitarbeiterin (m/w/d) in Teilzeit (25h/Woche).</p>
<h2>Aufga",1777464044,https://www.arbeitnow.com/jobs/companies/gourmetta-radebeul/mitarbeiter-lohn-und-personalabteilung-teilzeit-radebeul-245678,Arbeitnow
teamleiter-softwareentwickler-all-genders-home-office-100-kassel-110835,Teamleiter Softwareentwickler (All Genders) - Home Office 100 %,fino taxtech GmbH,Kassel,,Remote,Non précisé,Non précisé,"Remote, Software Development","Remote, Software Development","<p>fino taxtech ist ein innovatives Unternehmen an der Schnittstelle von Finanzen, Steuern und Technologie. Als Teil der fino-Gruppe entwickeln wir digitale Lösungen, die steuerliche und finanzielle Prozesse für Unternehmen, Steuerberater und Finanzinstitute deutlich vereinfachen und effizienter gestalten.</p>
<p>Ein besonderer Fokus liegt dabei auf der nahtlosen Integration in bestehende Systeme insbesondere rund um DATEV. Durch unsere Nähe zum DATEV-Ökosystem ermöglichen wir unseren Partnern e",1777464044,https://www.arbeitnow.com/jobs/companies/fino-taxtech-gmbh/teamleiter-softwareentwickler-all-genders-home-office-100-kassel-110835,Arbeitnow
projektleiter-softwareentwicklung-all-genders-home-office-100-kassel-240822,Projektleiter Softwareentwicklung (All Genders) - Home Office 100 %,fino data services GmbH,Kassel,,Remote,Non précisé,Non précisé,"Remote, Project Management","Remote, Project Management","<p>Die fino data services GmbH entwickelt datengetriebene Softwarelösungen im Finanzumfeld. Zur Verstärkung unseres Teams suchen wir einen Technischen Projektmanager (m/w/d), der Projekte an der Schnittstelle zwischen Entwicklung, Produkt und Fachbereich koordiniert und aktiv begleitet.</p>
<h2>Aufgaben</h2>
<p><strong>Projektverantwortung:</strong><br>
End-to-End-Verantwortung für Softwareprojekte – von der Anforderung bis zum Go-Live, mit Fokus auf Umsetzung und Ergebnis<br>
<strong>Anforderun",1777464044,https://www.arbeitnow.com/jobs/companies/fino-data-services-gmbh/projektleiter-softwareentwicklung-all-genders-home-office-100-kassel-240822,Arbeitnow
leitende-medizinische-fachangestellte-mfa-kassel-227929,Leitende Medizinische Fachangestellte (Mfa) (M/W/D),Dr.Baum & Kollegen,Kassel,,CDI,Non précisé,Non précisé,HR,HR,"<p><strong>Struktur. Verantwortung. Qualität.</strong></p>
<p>Du arbeitest präzise, denkst in klaren Abläufen und übernimmst gerne Verantwortung?</p>
<p>Dann bieten wir dir die Möglichkeit, nicht nur Teil unseres Teams zu sein – sondern eine zentrale Rolle in dessen Organisation und Führung zu übernehmen.</p>
<p>Für unsere moderne, privatärztliche Hautarztpraxis in Kassel suchen wir eine <strong>leitende MFA (m/w/d)</strong>, die den Praxisalltag aktiv steuert, Standards sichert und gleichzeitig",1777464042,https://www.arbeitnow.com/jobs/companies/drbaum-kollegen/leitende-medizinische-fachangestellte-mfa-kassel-227929,Arbeitnow
agile-it-projektmanager-berlin-75358,Agile It-Projektmanager (M/W/D),inno2grid GmbH,Berlin,,CDI,Non précisé,Non précisé,Project Management,Project Management,"<p>Der Bereich <strong>Digital Consulting</strong> treibt die digitale Transformation des öffentlichen Sektors, von Unternehmen und Standorten voran. Im Fokus steht die Umsetzung digitaler Lösungen zur Vernetzung von Prozessen, Systemen und Akteuren in den Bereichen Energie und Mobilität. Ziel ist es, Effizienz, Transparenz und Steuerungsfähigkeit zu erhöhen sowie belastbare Entscheidungsgrundlagen für Auftraggeber und Betreiber bereitzustellen.</p>
<p>Durch digitale Infrastrukturen und datenbas",1777462249,https://www.arbeitnow.com/jobs/companies/inno2grid-gmbh/agile-it-projektmanager-berlin-75358,Arbeitnow
redaktion-content-sparring-minijob-remote-cologne-338855,"Redaktion & Content Sparring (M/W/D) - Minijob, Remote",Kiwimo-Product GmbH,Cologne,,Remote,Non précisé,Non précisé,"Remote, Social Media Manager","Remote, Social Media Manager","<p>Unsere Marke WhyWords arbeitet an der Schnittstelle von Positionierung, Inhalt und Wirkung – mit klarem Fokus auf LinkedIn. Unsere Kund:innen sind keine anonymen Marken, sondern Persönlichkeiten mit klarer Haltung und Expertise.</p>
<p>Für die laufende Betreuung suchen wir keine klassische Redakteur:in, sondern jemanden, der oder die im direkten Austausch mit Menschen arbeitet und Inhalte im Gespräch entwickelt.</p>
<p>Die Rolle ist nah an den Kund:innen, dialogorientiert und inhaltlich anspr",1777462249,https://www.arbeitnow.com/jobs/companies/kiwimo-product-gmbh/redaktion-content-sparring-minijob-remote-cologne-338855,Arbeitnow
leitung-in-der-dorphee-kulturgastronomie-in-der-deutschen-oper-am-rhein-dusseldorf-252307,"Leitung M/W/D In Der D´Orphée Kulturgastronomie In Der Deutschen Oper Am Rhein, Düsseldorf","Ambrosia fine food, drinks & coffee GmbH & Co. KG",Düsseldorf,,CDI,Non précisé,Non précisé,HR,HR,"<p>Über uns:</p>
<p>Unsere D`Orphée Kulturgastronomie GmbH betreibt ab August 2025 die Bewirtung der Mitarbeiter*innen, sowie der Gäste in der deutschen Oper am Rhein. Neben der Pausenbewirtung und den Veranstaltungen der Oper Düsseldorf, freuen wir uns nun auch für das kulinarische Wohl der Mitarbeiter*innen der Oper zu sorgen. Wie in all unseren gastronomischen Betrieben arbeiten wir auch in der Kantine mit frischen Produkten und verarbeiten größtenteils saisonale Ware von regionalen Erzeugern",1777462249,https://www.arbeitnow.com/jobs/companies/ambrosia-fine-food-drinks-coffee-gmbh-co-kg/leitung-in-der-dorphee-kulturgastronomie-in-der-deutschen-oper-am-rhein-dusseldorf-252307,Arbeitnow
senior-devops-engineer-all-genders-berlin-482081,Senior Devops Engineer (All Genders),Distribusion Technologies,Berlin,,CDI,Non précisé,Non précisé,"Information technology, bachelor's degree","Information technology, bachelor's degree","<p><strong>Distribusion</strong> is the world’s leading ground transportation marketplace and gives travellers seamless access to ground transportation online, from search to ticket purchase. We have built a cutting-edge B2B technology platform that connects bus, rail, and ferry operators in 70+ countries with the biggest online retailers, including Google Maps and Booking.com.<br /><span style="""">We are shaping the future of travel and building the largest global network of transport providers ",1777461614,https://www.arbeitnow.com/jobs/companies/distribusion-technologies/senior-devops-engineer-all-genders-berlin-482081,Arbeitnow
it-systemadministrator-bad-iburg-11403,It-Systemadministrator (M/W/D),IngenieurNetzwerk Energie eG,Bad Iburg,,CDI,Non précisé,Non précisé,"Information technology, vocational","Information technology, vocational","<p><strong>Das sind wir</strong></p><p>Energie neu gedacht – Die iNeG ist ein unabhängiges Ingenieurbüro und erbringt Leistungen in den Bereichen Energiemanagement und Beratung, Erneuerbare Energien, Quartiersversorgung sowie Technische Gebäudeausrüstung. Mit rund 70 Mitarbeiter:innen begleiten wir unsere Kunden von der Projektentwicklung über die Planung bis hin zur Umsetzung von Bau-, Sanierungs- und Optimierungsmaßnahmen. Wir übernehmen dabei sämtliche Planungsleistungen gemäß HOAI und stehen",1777461614,https://www.arbeitnow.com/jobs/companies/ingenieurnetzwerk-energie-eg/it-systemadministrator-bad-iburg-11403,Arbeitnow
testkaufer-mystery-shopper-in-osterreich-gesucht-burscheid-179884,Testkäufer / Mystery Shopper (M/W/D) In Österreich Gesucht,ComeUnited GmbH,Burscheid,,CDI,Non précisé,Non précisé,"Market Research, Analysis","Market Research, Analysis","<p>concertare ist ein Beratungs- und Dienstleistungsunternehmen, spezialisiert auf das Thema Kundenbeziehungsmanagement. Es gibt uns seit über 20 Jahren. Unsere Auftraggeber unterstützen wir mit Lösungen, mit denen diese ihren Kundenservice verbessern.</p>
<h2>Aufgaben</h2>
<p>Für die Durchführung aktueller Projekte im Handel suchen wir engagierte, freiberufliche Mitarbeiter/innen zur gelegentlichen oder regelmäßigen Durchführung von Testberatungen, Testanrufen oder Testkäufen.</p>
<h2>Qualifika",1777460453,https://www.arbeitnow.com/jobs/companies/comeunited-gmbh/testkaufer-mystery-shopper-in-osterreich-gesucht-burscheid-179884,Arbeitnow
leitung-barchef-barchefin-koln-29842,Leitung M/W/D & Barchef/Barchefin,"Ambrosia fine food, drinks & coffee GmbH & Co. KG",Köln,,CDI,Non précisé,Non précisé,HR,HR,"<p>🎭 <strong>NEUERÖFFNUNG 2026!</strong> 🎶</p>
<p><strong>Oper &#x26; Schauspiel Köln am Offenbachplatz</strong></p>
<p>Auch wir die Gastronomie der Oper &#x26; des Schauspiel Köln starten im <strong>September 2026</strong> neu durch – und DU kannst von Anfang an dabei sein!</p>
<h2>Aufgaben</h2>
<p>Ihre Aufgaben:</p>
<ul>
<li>Freude am Gastgebersein</li>
<li>Führen, Motivieren und Mitarbeiten in einem dynamischen Team</li>
<li>Organisation, Koordination und Kontrolle des reibungslosen Serviceab",1777460453,https://www.arbeitnow.com/jobs/companies/ambrosia-fine-food-drinks-coffee-gmbh-co-kg/leitung-barchef-barchefin-koln-29842,Arbeitnow
junior-marketing-manager-cologne-443907,(Junior) Marketing Manager (M/W/D),Santos Grills GmbH,Cologne,,CDI,Non précisé,Non précisé,Marketing and Communication,Marketing and Communication,"<h2>SANTOS sucht Verstärkung!</h2>
<p>Totale BBQ-Leidenschaft und purer Spaß am Genießen: Dafür steht die SANTOS Grills GmbH schon seit 2005, seit 2021 auch als Teil der globalen ZWILLING-Familie. Wir sind absolut grillverrückt und brennen für innovative Trends genauso wie für altbewährte Features. Erstklassige Qualität, faire Preise und ein Top-Kundenservice machen SANTOS Grills online und offline zu einen der führenden Grillfachhändler Deutschlands. Und wir haben weiterhin große Pläne! Dafür s",1777460452,https://www.arbeitnow.com/jobs/companies/santos-grills-gmbh/junior-marketing-manager-cologne-443907,Arbeitnow
steuerberater-in-stuttgart-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-104577,"Steuerberater (M/W/D) In Stuttgart, Auf Wunsch Mit Partnerperspektive, Gesucht - Mindestens 90.000€",Taxtalente.de,Stuttgart,,CDI,Non précisé,Non précisé,"Directors, Chief Executives","Directors, Chief Executives","<p>TaxTalente ist die Nr. 1 Job-Matching Plattform für Jobsuchende in der Steuerberatung.</p>
<p>Sie suchen eine positive berufliche Veränderung? Sie möchten den nächsten Schritt in Ihrer Karriere gehen und streben möglicherweise sogar eine Partnerschaft in einer zukunftsorientierten Kanzlei an? Sie möchten endlich wieder in einem positiven Arbeitsumfeld arbeiten, in dem Sie finanziell und persönlich wertgeschätzt werden? Sie suchen nach Tätigkeiten, die Sie auch wirklich weiterbringen?</p>
<p>S",1777460452,https://www.arbeitnow.com/jobs/companies/taxtalentede/steuerberater-in-stuttgart-auf-wunsch-mit-partnerperspektive-gesucht-mindestens-90000eur-104577,Arbeitnow
praktikum-vereinspartnerschaften-b2b-sales-teamwear-startup-cologne-459630,Praktikum Vereinspartnerschaften & B2B Sales – Teamwear Startup (M/W/D),Prematch,Cologne,,CDI,Non précisé,Non précisé,Business Development,Business Development,"<h2>Hej! Schön dass du hier bist</h2>
<p>Als die Super-Plattform für den nicht-professionellen Fußball in Europa bringen wir Profi-Erlebnisse – von Nachrichten über Daten bis hin zu Gamification – direkt zu einer Community von über 190 Millionen Fußballern und Fans.</p>
<p>Wir sind Prematch, 2021 in Köln gegründet, ein dynamisches Startup mit smarten und „hungrigen“ Teammitgliedern. Unser Marketing- und Business-Team sitzt in Köln, Berlin &#x26; London, unser Tech- &#x26; Product-Team arbeitet r",1777460451,https://www.arbeitnow.com/jobs/companies/prematch/praktikum-vereinspartnerschaften-b2b-sales-teamwear-startup-cologne-459630,Arbeitnow
it-service-manager-munich-63586,It-Service Manager,Merkl IT GmbH,Munich,,CDI,Non précisé,Non précisé,Applications Administration,Applications Administration,"<p>Wir suchen einen <strong>IT-Service Manager</strong> (m/w/d) ab sofort, unbefristet, Vollzeit, hybrides Arbeitsmodell.</p>
<p>Du unterstützt unsere Kunden beim Betrieb von Applikationen und<br>
Services (hybrides Arbeitsmodell: beim Kunden in München, im Büro in<br>
München, im Home-Office) und stehst für Anwender mit Deinem Team als<br>
zentraler Ansprechpartner zur Verfügung. Zudem unterstützt Du Deine<br>
Kollegen bei der Planung von Releases, Wartungen oder Neuanforderungen.<br>
Doch bevo",1777460451,https://www.arbeitnow.com/jobs/companies/merkl-it-gmbh/it-service-manager-munich-63586,Arbeitnow
senior-produkt-marketing-manager-magdeburg-335202,Senior Produkt Marketing Manager (M/W/D),HM Management Services GmbH,Magdeburg,,CDI,Non précisé,Non précisé,Marketing and Communication,Marketing and Communication,"<h2>Mach aus Produktstrategie klare Marktwirkung.</h2>
<p>Bei uns sorgst du dafür, dass unsere Produkte verstanden, differenziert wahrgenommen und erfolgreich im Markt platziert werden.</p>
<p><strong>Über die HASOMED-Unternehmensgruppe</strong></p>
<p>Seit über 30 Jahren entwickeln wir in Magdeburg Software und digitale Lösungen für das Gesundheitswesen. Unter dem Dach der HASOMED Gruppe verbinden wir Erfahrung, technologische Innovation und ein gemeinsames Ziel: Produkte zu schaffen, die Thera",1777458649,https://www.arbeitnow.com/jobs/companies/hm-management-services-gmbh/senior-produkt-marketing-manager-magdeburg-335202,Arbeitnow
projektingenieur-all-genders-konstruktion-entwicklung-emsdetten-463600,Projektingenieur (All Genders) - Konstruktion & Entwicklung,Schwarte Group GmbH,Emsdetten,,CDI,Non précisé,Non précisé,Engineering,Engineering,<p>SCHWARTE JANSKY – dieser Name steht bereits fast schon synonym für den schonenden und hygienischen Transport flüssiger Lebensmittel und anderer empfindlicher Substanzen. Als Markt- und Technologieführer mit mehr als 75 Jahren Erfahrung entwickeln wir wegweisende Lösungen für die Milchsammlung und -logistik – und das auf höchstem technischen Niveau. Ergänzt wird unser Sortiment durch unsere Produkte für den Transport von Bier und anderer sensibler Flüssigkeiten sowie für die Entsorgungslogisti,1777458649,https://www.arbeitnow.com/jobs/companies/schwarte-group-gmbh/projektingenieur-all-genders-konstruktion-entwicklung-emsdetten-463600,Arbeitnow
hr-manager-in-teilzeit-biberach-150115,Hr-Manager In Teilzeit (M/W/D),Kaufmann & Kaufmann Steuerberater Partnerschaft mbB,Biberach,,CDI,Non précisé,Non précisé,HR,HR,"<p><strong>Wir stellen uns dir vor.</strong></p>
<p>Eine Kanzlei, vielschichtige Leistungsbereiche und über 40 Teammitglieder - was wie eine klassische mittelständische Steuerberatungs- und Rechtsanwaltsgesellschaft klingen mag, ist bei genauerem Betrachten vielleicht doch etwas mehr. Wir sehen den Menschen vor den Zahlen, denken und handeln fortschrittlich und arbeiten kontinuierlich daran, uns als Kanzlei und Arbeitgeber sinnvoll weiterzuentwickeln.</p>
<p>Wenn du aus Gründen wie fehlender Wer",1777458649,https://www.arbeitnow.com/jobs/companies/kaufmann-kaufmann-steuerberater-partnerschaft-mbb/hr-manager-in-teilzeit-biberach-150115,Arbeitnow
it-systemadministratorin-erlangen-172082,It-Systemadministrator:In (M/W/D),Raphael Frasch GmbH,Erlangen,,CDI,Non précisé,Non précisé,System and Network Administration,System and Network Administration,"<p>Bist du bereit, als IT-Systemadministrator:in (m/w/d) Teil unseres Teams bei Raphael Frasch GmbH in Erlangen zu werden? Wir sind ein engagiertes IT-Systemhaus im Herzen der Metropolregion Nürnberg-Fürth-Erlangen. Unser Team lebt Werte wie Zugehörigkeit, Kommunikation und Teamarbeit und betreut sowohl mittelständische Unternehmen als auch Großkunden wie die Universitätsklinik Erlangen.</p>
<p>Bei uns kannst du deine Selbstständigkeit voll ausleben und mit deinem Verantwortungsbewusstsein zum E",1777458648,https://www.arbeitnow.com/jobs/companies/raphael-frasch-gmbh/it-systemadministratorin-erlangen-172082,Arbeitnow
cro-manager-e-commerce-in-vollzeit-stuttgart-363026,Cro Manager - E-Commerce (M/W/D) In Vollzeit,Globalist GmbH,Stuttgart,,CDI,Non précisé,Non précisé,Marketing Manager,Marketing Manager,"<p>🚀 Globalist ist DIE führende Performance-Marketing-Agentur für nationale und internationale digitale Marketingstrategien, made in Stuttgart!</p>
<p>Unsere Agentur ist in Paid Search, Paid Social und Organic Search unterteilt und betreut bereits über 370 Kunden. Wir verwalten jährlich 60 Mio. € Werbebudget und kombinieren Strategie mit operativer Skalierungsexpertise. Dank direkter Google- und Meta-Schulungen setzen wir auf moderne, datengetriebene Performance-Optimierung.</p>
<p>Zu unseren Ku",1777456841,https://www.arbeitnow.com/jobs/companies/globalist-gmbh/cro-manager-e-commerce-in-vollzeit-stuttgart-363026,Arbeitnow
full-stack-entwickler-net-100-remote-frankfurt-am-main-122380,Full-Stack Entwickler (M/W/D) - .Net 100% Remote,FNTIO,Frankfurt am Main,,Remote,Non précisé,Non précisé,"Remote, Consulting, Engineering","Remote, Consulting, Engineering","<p>FNTIO sind AI-First Systems Engineers für Enterprise. Wir arbeiten seit 2022 produktiv mit AI in echten Kundenprojekten. Siemens, Deutsche Börse, Volkswagen.</p>
<p>Wir liefern Projekte mit Ergebnisverantwortung. Kein Body Leasing, keine PowerPoints. Unsere Engineers denken in Architekturen und Entscheidungen. AI übernimmt die Ausführung. Wer bei uns arbeitet, ist Produktmanager seines eigenen AI-Teams: mit Claude Code, Cursor und den Tools, die wirklich funktionieren.</p>
<h2>Aufgaben</h2>
<",1777456841,https://www.arbeitnow.com/jobs/companies/fntio/full-stack-entwickler-net-100-remote-frankfurt-am-main-122380,Arbeitnow
senior-ai-systems-engineer-aws-100-remote-frankfurt-am-main-153269,Senior Ai Systems Engineer (Aws) 100% Remote (M/W/D),FNTIO,Frankfurt am Main,,Remote,Non précisé,Non précisé,"Remote, Consulting, Engineering","Remote, Consulting, Engineering","<p>FNTIO sind AI-First Systems Engineers für Enterprise. Wir arbeiten seit 2022 produktiv mit AI in echten Kundenprojekten. Siemens, Deutsche Börse, Volkswagen.</p>
<p>Wir liefern Projekte mit Ergebnisverantwortung. Kein Body Leasing, keine PowerPoints. Unsere Engineers denken in Architekturen und Entscheidungen. AI übernimmt die Ausführung. Wer bei uns arbeitet, ist Produktmanager seines eigenen AI-Teams: mit Claude Code, Cursor und den Tools, die wirklich funktionieren.</p>
<h2>Aufgaben</h2>
<",1777456841,https://www.arbeitnow.com/jobs/companies/fntio/senior-ai-systems-engineer-aws-100-remote-frankfurt-am-main-153269,Arbeitnow
kaufmannischer-mitarbeiter-controlling-finance-hamburg-71374,Kaufmännischer Mitarbeiter Controlling / Finance (W/M/D),WK Consult,Hamburg,,CDI,Non précisé,Non précisé,Controlling,Controlling,"<p>Als <strong>kaufmännischer Mitarbeiter Controlling / Finance (w/m/d)</strong> unterstützt Du unser <strong>Financeteam</strong> mit fundierten Analysen, treibst wichtige Prozesse voran und wirkst aktiv daran mit, unser Berichtswesen zukunftsfähig weiterzuentwickeln. Bei <strong>WK Consult</strong> arbeiten wir seit mehr als 80 Jahren mit Leidenschaft an anspruchsvollen Projekten im Bauingenieurwesen. Hinter jedem erfolgreichen Projekt stehen dabei nicht nur technische Lösungen, sondern auch k",1777456841,https://www.arbeitnow.com/jobs/companies/wk-consult/kaufmannischer-mitarbeiter-controlling-finance-hamburg-71374,Arbeitnow
studentische-hilfskraft-werkstudent-talent-acquisiton-office-assistance-frankfurt-am-main-474233,Studentische Hilfskraft / Werkstudent (M/W/D) Talent Acquisiton & Office Assistance,CBRE Global Workplace Solutions / Data Center Solutions,Frankfurt am Main,,CDI,Non précisé,Non précisé,Recruitment and Selection,Recruitment and Selection,"<p><strong>ÜBER CBRE DATA CENTER SOLUTIONS</strong></p>
<p>CBRE Data Center Solutions (DCS) ist Teil der CBRE-Gruppe mit über 130.000 Mitarbeiter*innen weltweit und der weltweit führende Dienstleister für vollständig integrierte Immobilien-, Anlagen- und Technologielösungen für Rechenzentrumsbetreiber auf der ganzen Welt. Als dedizierter Geschäftsbereich innerhalb CBRE widmet sich DCS der Lösung komplexer Herausforderungen in jeder Phase des Lebenszyklus von Rechenzentren.</p>
<p>Allein in Deuts",1777456840,https://www.arbeitnow.com/jobs/companies/cbre-global-workplace-solutions-data-center-solutions/studentische-hilfskraft-werkstudent-talent-acquisiton-office-assistance-frankfurt-am-main-474233,Arbeitnow
senior-amazon-marketplace-manager-100-remote-in-d2c-scale-up-munich-85784,Senior Amazon Marketplace Manager (M/W/D) - 100% Remote In D2C Scale-Up,Health Routine,Munich,,CDI,Non précisé,Non précisé,"Management, Team Leader","Management, Team Leader","<p><strong>""Für ein erfülltes Leben, unabhängig vom Lebensalter""</strong></p>
<p>Unter diesem Motto entwickeln wir bei Health Routine natürliche Gesundheitsprodukte, die Menschen helfen, sich in jedem Lebensabschnitt wohlzufühlen. Wir sind ein 35-köpfiges dynamisches Team, welches sowohl an unserem Firmenstandort in Innsbruck, als auch Remote quer durch Deutschland &#x26; Österreich verteilt arbeitet.</p>
<p>Um unser Amazon-Geschäft auf das <strong>nächste Level</strong> zu heben, suchen wir zum",1777455036,https://www.arbeitnow.com/jobs/companies/health-routine/senior-amazon-marketplace-manager-100-remote-in-d2c-scale-up-munich-85784,Arbeitnow
retail-controller-weil-am-rhein-468049,Retail Controller (M/W/D),Work In Progress Textilhandels GmbH,Weil am Rhein,,CDI,Non précisé,Non précisé,Controlling,Controlling,"<p>Hinter der Marke Carhartt WIP steht die WIP Trading AG. Unsere Schweizer Unternehmensgruppe hat in den frühen neunziger Jahren als Lizenznehmer und europäischer Vertriebspartner des US-amerikanischen Arbeitsbekleidungsherstellers Carhartt ihren Anfang genommen. Seit dem entwickelt WIP basierend auf amerikanischen Originalen eigene Carhartt WIP Kollektionen.</p>
<p>Carhartt Work In Progress steht für den Anspruch, sich stets weiterzuentwickeln ohne die eigenen Wurzeln aus dem Blick zu verliere",1777455035,https://www.arbeitnow.com/jobs/companies/work-in-progress-textilhandels-gmbh/retail-controller-weil-am-rhein-468049,Arbeitnow
ausbildung-fachinformatiker-in-fur-anwendungsentwicklung-meerbusch-378352,Ausbildung Fachinformatiker/In Für Anwendungsentwicklung (M/W/D),EC Consulting,Meerbusch,,CDI,Non précisé,Non précisé,"SAP/ERP Consulting, Development","SAP/ERP Consulting, Development","<p>Wir sind ein inhabergeführtes Unternehmen mit flachen Strukturen. <strong>Seit über 25 Jahren</strong> digitalisieren wir bereits die Geschäftsprozesse unserer Kunden mit unseren Software- &#x26; Beratungslösungen. Du findest <strong>unsere Lösungen bei namhaften Unternehmen</strong> in den Branchen Industrie, Handel und Non-Profit.</p>
<h2>Aufgaben</h2>
<ul>
<li><strong>Konzeptionieren von Softwareanforderungen</strong></li>
<li>Anwendung von Programmierlogiken, -methoden und -sprachen</li>
",1777455035,https://www.arbeitnow.com/jobs/companies/ec-consulting/ausbildung-fachinformatiker-in-fur-anwendungsentwicklung-meerbusch-378352,Arbeitnow
mitarbeiter-finanzbuchhaltung-neuss-197751,Mitarbeiter (M/W/D) Finanzbuchhaltung,FERGO Armaturen GmbH,Neuss,,CDI,Non précisé,Non précisé,Finance,Finance,"<p>Die FERGO Armaturen GmbH ist ein wachsendes Unternehmen im Sektor der Regelungstechnik. Wir lagern, automatisieren und vertreiben Industriearmaturen europa- und weltweit. Zur Unterstützung der Finanzbuchhaltung suchen wir ab sofort eine zuverlässige Person im Bereich Finanzbuchhaltung in Teilzeit.</p>
<h2>Aufgaben</h2>
<p><strong>Ihre Aufgaben</strong></p>
<ul>
<li>Laufende Finanzbuchhaltung, insbesondere Debitoren, Kreditoren und Sachkonten</li>
<li>Kommunikation mit dem Steuerbüro</li>
<li>",1777455035,https://www.arbeitnow.com/jobs/companies/fergo-armaturen-gmbh/mitarbeiter-finanzbuchhaltung-neuss-197751,Arbeitnow
