id,titre,entreprise,ville,code_postal,contrat,salaire,experience,competences,competences_extraites,description,date_publication,url,source
2129656883,Especialista De Tecnologia,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/especialista-de-tecnologia-at-crawford-company-4408500461,LinkedIn
2129656839,Product Manager,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/product-manager-at-cleo-4407018227,LinkedIn
2129656796,Lead Ai Engineer,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/lead-ai-engineer-at-epam-systems-4406089127,LinkedIn
2129656784,Mathematics & Python Expert - Freelance Ai Trainer,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://no.linkedin.com/jobs/view/mathematics-python-expert-freelance-ai-trainer-at-mindrift-4408504159,LinkedIn
2129656786,Data Scientist (Python + Ai) - Remote Work,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/data-scientist-python-%2B-ai-remote-work-at-bairesdev-4406982630,LinkedIn
2129656782,Data Scientist - Ia Generativa & Llms,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/data-scientist-ia-generativa-llms-at-nisum-4408505307,LinkedIn
2129656780,Machine Learning Engineer (Python) - Remote Work,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/machine-learning-engineer-python-remote-work-at-bairesdev-4407017771,LinkedIn
2129656742,Senior Product Consultant,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://cl.linkedin.com/jobs/view/senior-product-consultant-at-apply-digital-4398596965,LinkedIn
2129656700,Back End-Utvikler,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://no.linkedin.com/jobs/view/back-end-utvikler-at-innoscribe-4408500355,LinkedIn
2129656792,Personal Mantenimiento Industrial (Vila-Rodona),Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://es.linkedin.com/jobs/view/personal-mantenimiento-industrial-vila-rodona-at-molins-4406097362,LinkedIn
2129657542,Personal Mantenimiento Industrial (La Puebla De Hijar),Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://es.linkedin.com/jobs/view/personal-mantenimiento-industrial-la-puebla-de-hijar-at-molins-4406085612,LinkedIn
2129657793,German And English Speaking Customer Service Agent (M/F/D) - 100% Remote,Non précisé,Non précisé,,Non précisé,Non précisé,Non précisé,,,,,https://es.linkedin.com/jobs/view/german-and-english-speaking-customer-service-agent-m-f-d-100%25-remote-at-sixt-4408292841,LinkedIn
